id,category,text,trans_text
399,service,직원들이 친절하고 자리가 넓어서 좋아요 성수에서 제일 맛있는 성수맛집인정입니다 후식누룽지 미쳤어요 !! 다 드시고가세요,It's nice that the staff are kind and there are lots of seats It's the best restaurant in Seongsu The nurungji for dessert is crazy!! Eat it up and go
400,service,서울 청담점에서 먹었던 게 생각나서 또 갔는데 역시 스테이크 소바 엄청 맛있고 가게 엄청 깨끗하고 친절하게 응대해 주셔서 맛있게 먹고 갑니다.,"I remembered eating it at Cheongdam branch in Seoul, so I went again, and the steak soba was really good and the restaurant was very clean and kind, so I ate it deliciously."
401,service,양이 정말 푸짐해서 식사후 배가 아주 든든해요. 음식 재료들도 신선하고 반찬도 깔끔하고 정갈하니 대접받는 느낌이에요. 일하시는 직원분들도 친절하시고 분위기도 좋아서 기분 좋고 맛있고 든든하게 식사할 수 있었어요.,"The portion is really big, so I feel very full after eating. The food ingredients are fresh and the side dishes are clean and neat, so I feel like I'm being treated. The staff were kind and the atmosphere was good, so I was able to eat deliciously and hearty."
402,service,솥밥 넘 맛있음!! 도미솥밥 전복솥밥 먹었는데 담백하면서 감칠맛가득 !! 싹 비벼서 먹음 꿀맛 건강해지는 기분 ♡ 부모님 모시고가도 좋고 분위기가 좋아서 데이트 하기도 좋았어요! 직원들 모두 짱 친절!! ,"Pot rice is so good!! I ate abalone pot rice, and it's light and full of flavor!! It's delicious to eat it all together. It feels healthy ♡ It was good to take my parents or go on a date because the atmosphere was good! All the staff are so kind!!"
403,service,"평소 궁금하던차에 성수에 있어서 웨이팅하고 먹었어요~ 스테이크솥밥,새우튀김 다 맛있고 직원 분들도 친절하세요~","I was in Seongsu, so I waited and ate Steak pot rice and fried shrimp are all good and the staff are kind"
404,service,와 솥밥땡겨서 먹으러갔는데 진짜맛있고 직원분들도 친절하세여!!! 새우튀김도 너무맛있어요 ㅠㅠㅠ다음에 또먹으러 갈게요ㅎㅎㅎ,"Wow, I went to eat hot pot rice, and it was really delicious and the staff were kind!!! Fried shrimp is really good, too I'll go eat again next timeHahaha"
405,service,메뉴에 따라 먹는 방법이 조금씩 달라서 재밌어요. 스테이크 솥밥은 고기 질이 좀 아쉽네요 ?찔겨유,It's fun because the way you eat depends on the menu. Steak pot rice is a bit of a bummer. ? I'm craving it
406,service,"성수 한식 1티어 맛집을 찾고계신다면 모두 여기를 주목해주세요 ★성수점 ""솔솥""★ 강력하게 추천드립니다. 스테이크솥밥은 솜사탕인가.. 입에 넣자마자 녹아버리고요. 전복솥밥은 전복이 쫄깃하고 신선해서 소스에 단독으로 찍어먹어도 밥에 비벼 먹어도 맛있는 녀석입니다. 여기서 잠깐.! 사이드메뉴로 새우튀김은 무조건 추가하셔야합니다.. 후회? 하지 않습니다 후회를 한다면 새우튀김 더 시켜먹을것을 후회하는중입니다.. 22년인생 새우튀김 Top1 입니다. 전체적으로 양도 많았고 마지막에 솥에 누룽지까지 넣어서 먹었는데 사진찍을 생각도 못 하고 허겁지겁 먹었네요.. 직원분들도 정말 친절하셔서 정말 기분 좋은 식사했습니다. 제 생각을 어떻게 읽으셨는지 반찬리필받고싶을때마다 먼저 와주셔서 리필해주시더라구요..?그저 최고..","If you're looking for a Korean restaurant in Seongsu, please pay attention here ★ Seongsu branch ""Solpot"" ★ I strongly recommend it. Steak pot rice is cotton candy.. It melts as soon as you put it in your mouth. Abalone pot rice is chewy and fresh, so it's delicious even if you dip it in sauce alone or mix it with rice. Wait a minute. You must add fried shrimp as a side menu.. I don't regret it If I regret it, I regret ordering more fried shrimp.. It's the top 1 fried shrimp in my 22 years of life. Overall, there was a lot and I put nurungji in the pot at the end, but I ate it in a hurry without thinking about taking a picture.. The staff were so kind that I had a great meal. How did you read my thoughts? Whenever I wanted to get a side dish refill, they came first..? It's just the best.."
407,service,맛있었어요~ 음식도 좋았고 친절하게 응대해주셔서 감사했습니다,It was delicious. The food was good and thank you for your kind response
408,service,직원분즐 모두 친절하시고 음식도 맛있어요,Staff members are so kind and the food is delicious
409,service,우선 직원분이 친절하셔서 기분이 좋은 곳이에요.깔끔한 인테리어도 맘에 들었어요.,"First of all, it's a good place because the staff is kind.I also liked the neat interior."
410,service,"스테이크솥밥쩔어요! 재료 아낌없이 주는 집입니다. 음식이 깔끔하고 너무 맛있어요 
직원분들이 친절해서 밥 먹는 내내 대접받는 기분이였어요",Steak pot rice is awesome! It's a house that gives you a lot of ingredients. The food is clean and delicious. The staff were so kind that I felt like I was being treated the whole time
411,service,"상점 내부 너무 어두움

직원들은 친절함",Too dark inside the store. Staff friendly
412,service,웨이팅이 길긴 했지만 성수동은 웨이팅 없는 곳이 없으니까 즐겁게 기다리고 들어갔는데 처음 주문부터 사장님?이 친절하셔서 기분이 좋았어요! 요즘 솥밥집이 유독 많아진 것 같은데 여기로 재방문 의사 있을 만큼 맛도 좋았어요 :),"The waiting was long, but Seongsu-dong was always waiting, so I had fun waiting and went in, but I felt good because the boss was kind from the beginning! I think there are more pot rice restaurants these days, but the taste was good enough to be willing to revisit here :)"
413,service,음식너무맛있고 직원분 너무친절하고 일도너무잘하심 감사합니다,"The food is so good, the staff is so kind, and you work so well. Thank you"
414,service,직원분들도 너무 친절하시고 매장내도 정갈하게 세팅되어 있어서 좋았어요 ,The staff were so kind and it was nice that the store was set up neatly
415,service,"도미관자솥밥과 전복솥밥을 먹었습니다!
전복솥밥은 내장이랑 버터가 같이 들어간 것 같은데(?!) 밥이랑 잘 어울려서 고소하게 맛있었고
도미관자솥밥은 조금 더 짭쪼롬했어요! 둘다 너무 맛있었습니다??? 점원분이 너무 친절하게 잘 설명해주셔서 더 맛있게 먹었습니다~~~ 추천추천합니닷","I ate sea bream pot rice and abalone pot rice! I think the abalone pot rice has intestines and butter in it (!), but it went well with the rice, so it was savory and delicious. The sea bream pot rice was a little bit more salty! Both were so goodThe ??? clerk explained it so kindly that it was even more delicious~~~ I recommend it"
416,service,무난하게 맛있게 먹을 수 있는 솔솥의 솥밥! 맛있어요 추천해요? 설명도 잘 해주세요. 솥밥 종류 다 먹어봤는데 다 굳 입니당! 웨이팅은 항상 있는 편이니 참고하세요,"It's a hot pot rice that you can eat easily and deliciously! It's delicious. I recommend it. ? Please explain it well. I've tried all kinds of rice, but they're all hardened! There's always waiting, so keep that in mind"
417,service,"점심시간 웨이팅 길지만 자주 생각나는 솔솥! 
저렴한 가격대는 아니지만 신선한 재료와 구성이 좋아서 갈때마다 만족하고 있어요 오늘 특별히 친절하셨고, 식후 주는 요구르트도 좋아요ㅎㅎ 회사 근처로 2호점이 생겼으면 하는 바람... 번창하세용","Long lunch wait, but I often think of a brush pot! It's not cheap, but I'm satisfied with the fresh ingredients and composition every time I go You were especially kind today, and I like yogurt after mealsI hope there will be a second store near the company... Good luck"
418,service,스테이크?솥밥이랑 장어 솥밥?먹었는데 너무 맛있게 잘 먹었습니다ㅎㅎㅎ ?새우튀김도 정말 맛있었어요? 사장님도 너무 친절하시고 재방문할거에요???♀??? 나만 알고 싶은 맛집??,"Steak ? hot pot rice and eel hot pot rice ? I ate it and it was so delicious? The fried shrimp was really good, tooThe owner of ? is so kind and will revisit??♀??? A restaurant that only I want to know ??"
419,service,밥을 비빌때 버터향이 너무 좋아요 여러지점 가봤는데 여기가 제일 도미가 크고 맛있네요 직원분들도 친절하셔서 기분 좋은 식사했습니다 재방문 의사 100이요,"I love the smell of butter when I mix rice I've been to many places, and this is the biggest and the best The staff members were nice, so I had a great meal I'm a doctor of course"
420,service,엄청 맛있어요!! 앞으로 성수 올때마다 방문할 예정입니다. 다른 음식도 하나씩 다 먹어보려고요^^ 매장도 깔끔하고 사장님도 친절하시네요 ㅎㅎ,It's really good!! I am planning to visit every time I come to Seongsu from now. I'm going to try all the other foods. ^^ The store is clean and the boss is kind Haha
421,service,"맛있음 ㅋ 음식도 빨리 나오고 정갈함 몸에 좋은 음
식 먹은 느낌!!",Delicious. Food comes out quickly. Neatness. Healthy sound. Feels like I ate!!
422,service,스테이크 솥밥 맛있어요! 오픈하자마자 갔는데도 웨이팅 있어서 40분 기다렸어요..ㅠㅠ 차라리 오픈하자마자 가는 것보다 12시 좀 넘어서 가면 대기 별로 없어서 훨 나은 것 같아요. 웨이팅 걸 때 미리 주문을 받아서 음식은 빨리 나와요! 친절하고 좋았어요.,"Steak pot rice is delicious! I went there as soon as it opened, but there was a waiting, so I waited for 40 minutes..?????? I think it's better to go after 12 o'clock than to go as soon as it opens. When I wait, I get an order in advance, so the food comes out quickly! It was nice and kind."
423,service,"솔솥 지점별로 뿌시는 중인데
성수매장이 제일 넓고
직원 분도 친절하십니다 ????","I'm breaking it down by the branch of the brush pot. Seongsu store is the largest. The staff is kind, too ????"
424,service,한식 땡길때 먹기 너무 좋은것 같아요!! 슴슴한게 맛있어요~ 같이 간 친구들도 맛나다고 잘 먹었습니다! 요구르트도 주시고 친절해서 좋아요^^,"I think it's really good to eat when you want to eat Korean food!! It's good if you don't like it The friends I went with said it was delicious, so I ate it well! They give me yogurt. I like it because you're kind^^"
425,service,"요새 솥밥이 많이 보이길래 먹어봤어요
맛있기도 하지만 직원분들 너무 친절하셔서 기분좋았네요^^","I tried it because I saw a lot of hot pot rice these days. It's good, but the staff members were so kind, so I was happy^^"
426,service,맛있게 너무 너무 잘먹었어요^^ 처음이라고. 하니 설명도 잘해주시고 음식도 맛있었어요^^ ,I really enjoyed the food^^ It's my first time. Hani explained it well and the food was delicious^^
427,service,맛잇고 일하시는분들 친절해여,It's delicious and the people who work are kind
428,service,"밖에 비가 많이 와서 갑작스럽게 방문하게 된 곳인데, 직원분들 친절하시고 스테이크솥밥 맛있어요! 든든하면서 깔끔한 식단 좋아하는 분들께 추천합니당","I suddenly visited this place because it rained a lot outside, and the staff are kind and the steak pot rice is delicious! I recommend it to people who like a strong and clean diet"
429,service,"솥밥 너무 맛있어요
직원분들 친절해요
또 가고싶어요",Pot rice is so good. Staff members are so kind. I want to go again
430,service,"직원분들이 친절하고 
음식이 맛있네요!!",The staff are kind. The food is delicious!!
431,service,"테이블링으로 원격줄서기 대기 했는데  예상시간보다  길어졌어요 ㅜㅜ
다만 앱으로 미리 주문하니  음식은 빨리 나왔어요","I've been waiting for a remote line-up on the table, but it's longer than I expected ㅜ?????. However, when I ordered in advance through the app, the food came out quickly"
432,service,맛있고 친절하고 최고에요?,"It's delicious, kind, and the best?"
433,service,"도미솥밥 엄청 고소하고 맛있어요 생선을 
그닥 좋아하는 편은 아닌데 싹싹 긁어먹었습니다
스테이크는 평소 먹을 수? 있을 법한 맛인데 
도미는 진짜 넘사벽...  최고에요 ㅠㅠ
거기다 주말 홀에 계신 남자직원분 너무 친절하세요 그분 때문에 생각나서 리뷰 남기네요!!!!","Seaweed pot rice is really savory and delicious I don't really like fish, but I ate them all. Steak is something you can eat normally, but Domi's taste is amazing...  It's the best. And the male employee at the weekend hall is so kind I'm leaving a review because I'm reminded of him!!!!"
434,service,전복솥밥 맛있어요!! 그리고 직원분도 친절하세요~,"Abalone pot rice is delicious!! And the staff is kind, too"
435,service,"솥밥 처음인데 신선하네요
짜게 먹는 편이라 약간 밍밍하긴 했는데

직원 분들이 너~~~무 친절해서 호텔 식사하는 기분이었습니다

음식 맛은 인상적이지 않았지만
직원 분들의 대응과 친절이 역대급으로 인상적이었습니다

친절함에 감사드립니다","It's my first time to cook hot pot rice, but it's fresh. I tend to eat it salty, so it was a bit bland. . The staff were so kind that I felt like I was eating at the hotel. The food was not impressive. The response and kindness of the staff were impressive. Thank you for your kindness"
436,service,"외국인 친구랑 방문. 이 친구가 한국어를 전혀 못해서^^; 솥밥 먹는 방법을 영어로 쓰여있는걸 직원분들이 갖다 주셨어요. 화장실도 같이 가서 안내해 주시고ㅎㅎ 직원 분들 친절하고, 손님이 뭐가 필요한지 바로 캐치해 내시더라구요ㅎㅎ 감사!","Visiting with a foreign friend. He can't speak Korean at all. ^^ The staff brought me the recipe in English. He went to the bathroom with me and showed me around. The staff were kind, and they immediately figured out what the customer neededThank you!"
437,service,"친절하고, 맛있어요!","Kind, Delicious!"
438,service,음식 빨리 나오고 맛도 최고! 도미가 맛있었어요 ~??,The food came out quickly and the taste was the best! Domi was delicious ~??
439,service,직원분들 센스가 좋으세용,The staff have a good sense
440,service,맛있었어요~~ 직원분들 진짜 완전 짱짱 친절하세요 !!!,It was delicious. The staff members are so kind!!!
441,service,"다소 웨이팅은 감수해야하지만 
내부도 깨끗하고
친절하게 먹는 방법 등을 설명해주셔서 감사했어요
장어솥밥의 경우는 양념이 미리 되어 있어서
밥을 퍼내도 양념이 어느 정도 남아있어서
누룽지 먹을 때는 조금 아쉽긴 했지만
그래도 맛있고 장어도 실하고 좋았습니다","Although I have to endure the wait a bit. It's clean inside. Thank you for kindly explaining how to eat and so on. Eel pot rice is seasoned in advance. Even if I scoop out the rice, there's some seasoning left. I was a bit disappointed when I ate nurungji. But it was good and the eel was good"
442,service,"친절하게 설명해주셔서
더 맛있게 먹었어요
깔끔해서 솥밥 좋아해요^^
전복솥밥 엄지척입니다",Thank you for your kind explanation. It was more delicious. I like hot pot rice because it's clean. ^^. It's abalone pot rice. Thumbs up
443,service,"직원분들 정말 친절하셨고
도미관자솥밥 진짜 맛있었습니다 !!",The staff members were so kind. The sea bream pot rice was really good!!
444,service,줄서기전에 매장 오른쪽 테이블링 입력해서 예약부터 하세요! 줄만 서 있다가 테이블링 입력안해서 아주 오래 기다리기만 할 수 있어요 ㅠㅠ 그런 안내도 안해주고 나쁘네요.,Make a reservation by entering the right-hand tabling of the store before you line up! You can just wait for a long time because you didn't enter the table ??????? It's bad that you don't give me that kind of guidance.
445,service,서비스로 음료수도 주시고 엄청 친절해서 먹는 내내 기분 좋았어요 ~! 맛은 당연히 좋구요 ㅎㅎ,"They gave me drinks as a free service and it was so kind that I felt good the whole time I ate it! Of course, it tastes good Haha"
446,service,"사장님도 친절하시고~ 
맛있게 잘먹고 갑니다~^^",The owner is kind too. I'm going to eat deliciously and go^^
447,service,"솔솥 밥맛이 맛나요
정갈하게 차려나온 밥상도 밥상이지만
먹는 방법부터 친절하게 안내도 해주네요
한식이지만 일식에 가까운 스타일이라 가만하고 드세요","It tastes like rice in a rice cooker. The table is well-prepared. They kindly guide me on how to eat. It's Korean food, but it's close to Japanese food, so stay still and eat"
448,service,연남점은 엄청 기다려서 먹었는데 상대적으로 웨이팅 짧아서 좋았어요! 그리고 일하시는 남자분이 엄청 친절하셨어요!,"I waited a long time to eat Yeonnam branch, but it was good because the wait was relatively short! And the man who worked was very nice!"
449,service,맛있고 친절하네요. 여유있게 즐기다 왔어요,It's delicious and kind. I had a relaxing time
450,service,맛도 맛이지만 사장님이신지 남자 알바생인지 너무 친절하고 기분 좋았습니다ㅎㅎㅎ,"It tasted good, but I was so kind and happy whether he was a male part-timer or notHahaha"
451,service,친절하고 맛있어요,It's kind and delicious
452,service,"음식도 금방 나오고 맛있습니다. 
서비스로 주신 새우튀김도 맛있었습니다. 
홀하고 주방 왔다갔다하시는 키작은 사장님도 멋져요. 
잘생기셨어요. 다음에 번호 물어보고 싶네요.",The food came out quickly and it was delicious. The fried shrimp you gave me as a service was delicious. I went back and forth in the kitchenThe short owner is also cool. He's handsome. I'd like to ask your number next time.
