,id,category,text,polarity,trans_text
10,11,taste,온반 맛있어요.,1,Onban is good.
11,12,taste,"사진을 못찍었네용 ㅠㅠ 약간 공개된 공간이고 단체가 많아서 어수선한 느낌이 강하긴해요 !

제가 다른데서 어복쟁반을 보지도 못했고 먹어보는건 당연히 못했었는데 새로운느낌이였어요! 뭔가 마라탕 인데 베이스가 오뎅국물..?인느낌?ㅋㅋㅋㅋ거기에 전도 들어가있고..?비주얼이 엄청 이쁘진않았지만 맛은있었어요 

그리고 의외로 양이 적어서 저는 둘이가서 어복쟁반 먹고 불고기까지 먹었어요 ..ㅎ처음에 못먹는다해서 미뤘다가 결국 시켜서 다먹고 나왔습니다..ㅎ

대식가들~참고하세용 ㅋㅋㅋㅋㅋㅋ",1,"I couldn't take a picture 약간단체 It's a bit of an open space and there are many groups, so it's a bit chaotic! I haven't seen a fish tray anywhere else and of course I haven't tried it, but it felt new! It's malatang, but the base is fish cake soup? It has pancakes in it?The visual was not very pretty, but it was delicious. And the amount was surprisingly small, so I went there with two of us and ate fish tray and bulgogi..At first, I said I couldn't eat it, so I postponed it, and eventually ordered it, so I ate it all..Big eater, please refer to it [Laughing]"
12,13,taste,추운날 어복쟁반 따땃하고 자작하게 먹었어요 사리는 개인적으로 냉면사리보다 국수사리가 더 맛있는거 같아요,1,"On a cold day, I ate the fish-bok tray warm and self-made Personally, I think noodles are better than cold noodles"
13,14,taste,냉면 포장해서 바로 먹었는데... 진짜 면도 퍼지고.. 냉면육수에서 약간 짜면서 냉냉한 맛이었네요~~ 저와 어머니 두젖가락 먹고 다 버림... 냉면 드시고 싶다고해서 포장했는데... 정말 실패입니다. 각자 맛은 다르니까~~,0,"I packed the cold noodles and ate them right away... The real noodles spread out.. It was a bit salty and cold~~ My mom and I ate two strawberries and threw them away... I wanted to eat cold noodles, so I wrapped it up... It's a real failure. It's different for each of us"
14,15,taste,뜨끈한 온반 맛나요,1,It tastes like hot on-ban
15,16,taste,음식 맛 좋아요 ,1,The food tastes good
16,17,taste,소고기온반 뜨끈한 건강한 한그릇 좋습니다,1,Beef on top. A warm and healthy bowl. Good
17,18,taste,언제나 믿고 먹는 맛있는집,1,A delicious restaurant where you always trust and eat
18,19,taste,"어북쟁반 만두전골
모두맛있어요",1,Eobuk Tray Dumpling Hot Pot. They're all good
19,20,taste,슴슴한 평냉을 좋아하는데 다소 간이 세고 단짠 맛이 느껴져서 아쉬웠어요 만두가 정말 맛있었어요,1,"I like plain naengmyeon, but it's a bit salty and salty The dumplings were really good"
20,21,taste,맛있어요~,1,It's good
21,23,taste,평양냉면 온반 맛있어요,1,Pyeongyang naengmyeon onban is delicious
22,24,taste,평양냉면(물)과 만두한접시. 만두는 옛날 할머니가해주시던맛. 두부소으깨서 고기와들어가고 쫄깃한 만두피. 간장도 간간하니 맛남. 냉면은 의례생각하는 그 아무맛안나는 국물아님. 확실히 간이 쎄다. 평냉초보자들이 접근하면 맛있는맛. 평양냉면은 먹기전날 술 이빠이먹고 속 니글니글한상태에서 아침에 에어컨틀어놓은 매장에서 국물 드링킹한후 동치미 김치같은거에 싸먹으면 다 맛있음. 한여름에 이렇게 3번만먹으면 매니아됨. 고로 평가옥도 맛있음. (레알평냉매니아한테는 별로임)그리고 친절하던데요?,1,"Pyeongyang naengmyeon (water) and a plate of dumplings. Dumplings taste like old grandma used to make. Crushed tofu, meat and chewy dumpling skin. The soy sauce is also delicious because it's delicious. Naengmyeon is not the soup that tastes bad. It's definitely a strong. Delicious taste when approached by beginners. Pyeongyang naengmyeon is delicious if you drink the soup in the morning at a store with the air conditioner on and wrap it with dongchimi kimchi while drinking alcohol the day before eating. If you eat it three times in the middle of summer, you become a maniac. Therefore, the evaluation jade is good. (Not good for a real flat mania) And it was kind?"
23,25,taste,평양냉면인데 맛있어요. ,1,It's Pyeongyang naengmyeon and it's delicious.
24,26,taste,"만두전골명품입니다
국물이짜지않아
나중에칼국수를넣어먹어도좋음",1,It's a famous dumpling hot pot. The soup isn't salty. You can add kalguksu later
25,27,taste,깨끗하고 건강한맛. 주차가 불편함. 친절하지는 않음,1,a clean and healthy taste. Parking is inconvenient. Not kind enough
26,28,taste,맛집 추천,1,Recommendations for good restaurants
27,29,taste,"평가옥 음식은 깔끔해요.
간도 세지 않고 뜨끈한 온반 한그릇 좋아요",1,The food in the evaluation room is clean.. It's not salty and a warm bowl of Onban is good
28,30,taste,어복쟁반 맛있어요,1,Eobok Tray is good
29,31,taste,진짜 맛있게 잘 먹었습니다,1,I really enjoyed the food
30,32,taste,냉면 맛있습니다,1,Cold noodles are delicious
31,33,taste,"소고기온반, 냉면, 만두4알, 녹두전1 주문해서 둘이 배부르게 먹었어요 평냉 간이 좀 센듯 하지만 맛있네요 녹두전 만두도 넘 맛있고 온반도 낄끔한 국물에 건더기가 푸짐해서 넘 잘먹고왔어요! ",1,"I ordered beef on-ban, cold noodles, 4 dumplings, and 1 mung bean pancake. We were full It's a bit strong, but it's good The mung bean pancake dumplings were delicious and the soup was full of ingredients, so I ate it well!"
32,34,taste,"어른들이 좋아하셔서 꼬박꼬박 갑니다. 
언제나 맛있어요. 만두전골이랑 평냉을 번갈아 먹습니다. ",1,"Adults like it, so I go there regularly. It's always delicious. I eat dumpling hot pot and flat naengmyeon alternately."
33,35,taste,평냉은 쏘쏘.. 수육맛있어요,1,Pyeongyang naengmyeon is so so so.. Boiled pork is delicious
34,36,taste,어른들이 좋아해요~ 어복쟁반 국물이 살짝 매콤하지만 담백하니 건강한 느낌 ㅎㅎ 옛날보다 가격이 많이 오르긴 했어요 그래도 가끔 먹으면 맛있습니다,1,"Adults like it Eobok Tray soup is a little spicy, but it feels healthy because it's light. The price has risen a lot compared to the past But it's delicious if you eat it sometimes"
35,37,taste,"분당에서 오래된 평양냉면집
저녁 회식도 많이 하고 사람 많아요
평양냉면 맛이 심심해서 호불호가 있는데
간간 합니다
처음 평양냉면 드시는분들은 거부감 없을맛
다음엔 어복쟁반 꼭 먹어봐야 갰어요
처음 평양냉면 드시는분들은 거부감 없을맛",1,"An old Pyongyang naengmyeon restaurant in Bundang. We have a lot of dinners and there are a lot of people. There are likes and dislikes because the taste of Pyeongyang naengmyeon is boring. It's very close. For those who eat Pyeongyang naengmyeon for the first time, there's no objection. Next time, I'll have to try the fish cake tray. If you're eating Pyeongyang naengmyeon for the first time, you can enjoy it"
36,38,taste,평양냉면 맛있네요,1,Pyeongyang naengmyeon is good
37,39,taste,"거리두기 끝나고 오랜만에 왔는데
어복쟁반 역시 맛있어요",1,It's been a while since I've been here. Eobok Tray is delicious
38,40,taste,신선한재료로 맛있어요,1,It's good with fresh ingredients
39,41,taste,평가옥 온반이 맛있어요,1,Evaluation ok onban is good
40,42,taste,"엄마 모시고 오랫만에 방문했은데 별루네요.
일단 가격이 너무 비싸요. 물가 올랐다하지만 이렇게 비쌀 이유 없어보이는데...
맛도 온전한 평양냉면맛 아니구 국물이 짜서 엄마도 나도 물 부어 먹었어요. 녹두전은 너무 작아서 하나 더시켰구요...  친절한 서비스 절대 없어요.
재방문 안할거 같아요.",0,"It's been a long time since I visited with my mom, but I don't like it.. First of all, the price is too high. Prices have risen, but there seems to be no reason for it to be so expensive... The taste is not completely Pyongyang naengmyeon, but the soup is salty, so my mom and I poured water and drank it. The mung bean pancake was too small, so I ordered one more...  There is no kind service.. I don't think I'll revisit."
41,43,taste,"어복쟁반 맛있게 먹은 기억 있어서 이번에는 만두전골 먹었는데 국물 캬~ 얼큰하면서 맛있네요!! 간이 세지 않고 딱 좋습니다! 
평양냉면은! 처음 먹어봤는데.. 더 먹어봐야하는 건지!",1,"I remember eating the Eobok tray deliciously, so I ate dumpling hot pot this time, and the soup is spicy and delicious!! It's perfect without being salty. Pyeongyang naengmyeon! It's my first time eating it.. Should I try more!"
42,44,taste,미리 전화해두고 포장 픽업해갔어요. 시간 맞춰서 바로 준비해주셨고 친절하게 응대해주셔서 감사합니다. 만두 비싸지만 맛있어요!,1,I called in advance and picked up the package. Thank you for preparing it on time and responding kindly. Dumplings are expensive but delicious!
43,45,taste,"몇년 전부터 가면 갈수록 맛이 이상해져요.
어느 순간부터 돼지냄새가 심해진 빈대떡, 그리고 몇년 만에 다시 찾아 온반을 시켰는데 만두에서까지 돼지냄새가 심하더라구요. 제 기억엔 만두 공장에서 납품 받는다 하셨는데 공장 바꾸시든 뭐든 하셔야 될꺼 같습니다. 제가 운이 안좋은지 갈때마다 음식에서 뭐가 나오네요. 빈대떡에 나무토막?은 왜 있는지 너무 궁금하네요ㅠㅠ",0,"It tastes weird as time goes by for a few years ago.. At some point, the smell of pork got worse, and after a few years, I came back and ordered Onban, and the smell of pork was severe from dumplings. As far as I remember, you said you would receive delivery from the dumpling factory, but you should change the factory or anything. Maybe I'm unlucky, but every time I go, something comes out of the food. Bindaetteok and a piece of wood?I'm so curious why you have itcrying"
44,46,taste,온반 깊은맛이 좋아요,1,I like the deep taste
45,47,taste,만두전골도 어복쟁반도 다 맛있어요,1,Dumpling hot pot and fish cake tray are all good
46,48,taste,깔끔하고 담백한맛~~다시 방문하고싶은곳~~,1,Neat and light tasteA place I want to visit again
47,49,taste,"평양냉면 좋아하고 맛집 찾아다니는 편입니다. 첫인상 불친절! 뭐 맛집은 불친절한가보다 하고 이해하려던 찰나 음식 나옴 물냉+편육 주문 
여기서 반전! 불친절한데 맛도 없는 거였음!! 맛이 없는 정도가 아닌 수준이하!! 육수 매우 짬! 깊은 맛 전무!  비린 내까지! 그릇마다 아줌마 엄지가 육수에 쑥 미끄러진 흔적! 가격만 우레옥이나 필동면옥보다 비쌈!! 진심 손절 각!!! 손님이 많은 게 하도 아상해서 나름 분석해보니 주변 길에 주차할 곳이 많음. 22년 상반기까지 최악의 음식점 매우 유력!!!",0,"I like Pyeongyang naengmyeon and go around looking for good restaurants. Unkind first impression! As soon as I was about to understand, I thought restaurants must be unfriendly, but I ordered mulnaengmyeon + Pyeonyuk. A twist here! If it was unkind but not tasty!! It's not to the point where it's not bad, but below the level!! The broth is very seasoned! There's no deep taste!  Until the fishy smell! Every bowl has traces of a lady's thumb slipping into the broth! The price is more expensive than thunderbolt or Pildongmyeonok!! I'm seriously going to lose my hands!!! The fact that there are so many customers is so strange that I analyzed it and found that there are many places to park on the surrounding streets. The worst restaurant by the first half of 22 is very likely!!!"
48,50,taste,맛있게 잘 먹었습니다 ,1,I really enjoyed the meal.
49,51,taste,맛나다,1,taste good
50,52,taste,맛있어요 어른부터 어린이 입맛까지 맞추기 좋아요,1,It's good. It's good for adults to children
51,53,taste,어버이날 맞아 갔는데 가격대비 친절함과 위생이 별로였습니다. 대기 순서를 지켜주지 않아 40분넘게 기다리고 음식도 바쁘니 알아서 익혀먹으라고 하시고 냉면은 무맛.. 만두도 그닥..불고기는 맛있었어요. 그렇지만 직원 불친절함은...굳이 두번은 안갈 것 같습니다. ,0,"I went there for Parents' Day, and the kindness and hygiene were not good for the price. They don't keep the waiting order, so they wait for more than 40 minutes and the food is busy, so they tell me to cook it on my own, and the naengmyeon is tasteless.. Dumplings are not that..Bulgogi was delicious. But the employee's unkindness...I don't think I'll go twice."
52,54,taste,간이 좀 쎄요,0,It's a bit salty
53,55,taste,맛있어요,1,It's good
54,56,taste,평양냉면 맛집,1,Pyeongyang naengmyeon restaurant
55,57,taste,맛있습니다 ,1,It is delicious.
56,58,taste,온반 맛있어요!,1,Onban is delicious!
57,59,taste,너무 맛있어요! ,1,It's so good!
58,60,taste,"신선하고 맛은 있는데
냉면사리가 9천원… 금액 안보고 주문했더니 너무 비싸네요",1,"It's fresh and delicious. Nengmyun sari is 9,000 won... I ordered it without looking at the price, but it's too expensive"
59,61,taste,맛있어요 ,1,It's good
60,62,taste,맛있어요.,1,It's good.
61,63,taste,맛은그럭저럭 인데  직원들불친절에 진짜밥맛떨어지네요  여기오너는 직원들이런불친절을 알고나있는지 의문이들어요,1,"The taste is not so bad, but the staff's unkindness is making it really bad  I wonder if you're aware of the unkindness of the staff here"
62,64,taste,가격은 확실히 비싼데 그래도 맛있어요.비빔냉면은 자극적이에요,1,"The price is definitely expensive, but it's still delicious.Bibim naengmyeon is very strong"
63,65,taste,맛있어요 ,1,It's good
64,66,taste,"맛없어요
가지마세요
만두 비빔 평냉 모두 맛 없습니다!
능라도로 가세요!
입맛 버렸음 ㅠㅠ 
그렇다고 친절하지도 않습니다",0,"It's not good. Don't go. Dumpling, bibim, and nengmyun are all bad! Go to Neungrado! I threw away my appetite. That doesn't mean he's kind"
65,67,taste,맛나요,1,It's delicious
66,68,taste,평양냉면이 맛있어요,1,Pyeongyang naengmyeon is delicious
67,69,taste,너무 맛있어요,1,It's so delicious.
68,70,taste,맛있어요,1,It's good
69,71,taste,항상 맛있게 먹고 직원 불친절 때문에 기분이 나빠져 나오는곳,1,It's a place where I always eat deliciously and feel bad because of the unkindness of the kindness
70,72,taste,냉면 맛있어요,1,Cold noodles are good
71,73,taste,맛있어요,1,It's good
72,74,taste,맛있어요. ,1,It's good.
73,75,taste,"온반이 맛있어요.
만두, 어복쟁반도 인기 메뉴로 맛있는데
평가옥은 가격이 너무 비싸요..

그리고, 지점에 따라 매니저나 직원이 불친절한
분들이 있어서 때로는 기분이 많이 상합니다.",1,"Onban is delicious.. Dumplings and fish-shaped trays are also delicious as a popular menu. Evaluation jade is too expensive... and, depending on the branch, manager or employee is unfriendly. I'm sometimes very upset because there are people around me."
74,77,taste,불고기 한점 평양냉면과 같이 먹으면 너무 맛있어요!  평가옥 김치국뭍을 평양냉면 국물에 넣어 먹으면 더 감칠맛이 나요,1,A piece of bulgogi is so delicious with Pyeongyang naengmyeon!  It tastes better if you put kimchi soup in Pyeongyang naengmyeon soup
75,78,taste,물냉비냉 맛나요,1,It tastes like spicy cold noodles
76,79,taste,맛나요,1,It's delicious
77,80,taste,맛있어요 ,1,It's good
78,81,taste,맛있어요????,1,Is it good????
79,82,taste,만두가 맛있어요 ,1,Dumplings are delicious
80,83,taste,평양냉면 육수맛이 좀 강하긴 했으나 너무 밍밍한 것 보단 좋았어요. 비빔냉면도 맵지 않고 맛있었구요. 소고기 수육은 약간 누린내가 나는 듯 하지만 맛은 괜찮았어요. 분당에 갈 일 있으면 재방문하고 싶네요.,1,"The taste of Pyongyang naengmyeon broth was strong, but it was better than too bland. The bibim naengmyeon was not spicy and delicious. Beef boiled pork seems to smell a little bit of yellow, but it tasted good. If I have a chance to go to Bundang, I'd like to visit again."
81,84,taste,맛있어요 ,1,It's good
82,85,taste,음식은 맛있지만 종업원이 아주 불친절해요.,1,"The food is delicious, but the staff is very unfriendly."
83,86,taste,온반 넘나 맛나요,1,It's so delicious
84,87,taste,맛있어요 ,1,It's good
85,88,taste,"전체적으로 슴슴하지만 다 먹게되는...
자극적인 맛은 아닌데 뭔가 당기는 맛이에요
온반 토종닭 쫄깃하고 국물도 맛있어서
적정가격에 먹는 기분이었는데
개인적으로 평양냉면은 좀 비싼 느낌이에요
어복쟁반 먹고 싶었는데 너무 오랜만에 와서인지
기억이 잘못된것인지 많이 비싸졌네요 ㅜㅜ
이제 재방문은 못할것 같아요",1,"Overall, it's a bit vague, but you end up eating it all... It's not a stimulating taste, but it's a taste that I crave. Onban's native chicken is chewy and the soup is delicious. I felt like I was eating it at a reasonable price. Personally, I think Pyeongyang naengmyeon is a bit expensive. I wanted to eat Eobok Tray, but maybe it's because it's been so long. Maybe my memory is wrong, but it's gotten a lot more expensive. I don't think I'll be able to revisit"
86,89,taste,맛있어요,1,It's good
87,90,taste,온반 맛있어요,1,Onban is good
88,91,taste,동네 맛집인듯. 점심시간에 사람이 엄청 많다... 온반 포장해서 먹었는데 맛있었어요. 양도 많고. 만두랑 고기 당면 야채 버섯 들어가있는 국물요리,1,"I think it's a local restaurant. There are so many people during lunch time... I ate it on-board and it was delicious. There's a lot. Dumplings, meat, glass noodles, vegetables, and mushrooms"
89,92,taste,"맛있어요^^
사람 항상 많지요^^",1,It's delicious ^^. There's always a lot of people^^
90,93,taste,어복쟁반 맛있어요~,1,Eobok Tray is good
91,94,taste,늘 맛있어요,1,It's always good
92,95,taste,"맛의 편차가 심해요. 오늘은 물냉 너무 짰어요. 
그리고 기본적인 서비스가 안 좋아요.",0,There's a big difference in taste. Cold noodles were too salty today. And the basic service is not good.
93,96,taste,맛있어요 근데 우리가 알고있는 평양냉면은 아니에요 간도 쎄요,1,It's good. But it's not the Pyeongyang naengmyeon that we know. It's also salty
94,97,taste,맛나요,1,It's delicious
95,98,taste,"불고기 물냉면 녹두전  반찬 은 맛있어요 그러나 좌석간의
간격과 태이블이 너무  좁고 작아요 
가격이 있는 집 에 비해 불편하게 먹었어요
편하게 먹을 분위기는 아닌듯요",1,Bulgogi Cold Noodles with Mung Bean Pancake is delicious But between seats. The spacing and table are too narrow and small. I ate it uncomfortable compared to the expensive house. I don't think it's a comfortable atmosphere to eat
96,99,taste,너무너무 맛있어요,1,It's so delicious
97,100,taste,평양냉면을 먹었는데 육수가 너무 짜고 고명고기가 나무 퍽퍽했습니다. 강남 을밀대 평냉과 비교해서 너무 맛이 떨어지네요,0,"I ate Pyeongyang naengmyeon, and the broth was too salty and the garnish was dry. Gangnam is so bad compared to Pyeongnaengmyeon"
98,101,taste,어복쟁반 굿~!! 냉면사리도 굿!!,1,"Eobok Tray, good!! Naengmyeon-sari is good, too!!"
99,102,taste,"음식은 정말 맛나게 먹었습니다. 발렛도 해주시고
그런데 서빙해주시는 분 최악입니다. 곱빼기하나, 일반하나 시켜서 나와서 어떤게 곱빼기인가요? 여쭤보니 서빙직원 왈 ""보면알자나요!"" 주말 점심 냉면 먹으러 가서 기분 최악입니다. 
평냉 정말 좋아하는데 아무리 맛있어도 재방문 안합니다.",1,"I really enjoyed the food. Do valet, too. But the person serving is the worst. Which one is double serving? When I asked, the serving staff said, ""I'll know when I see it!"" I feel terrible because I went to eat cold noodles for lunch on the weekend. I really like Pyeongnaengmyeon, but I don't revisit it no matter how good it is."
100,103,taste,맛있어요,1,It's good
101,104,taste,맛있어요,1,It's good
102,105,taste,"어복쟁반 포장해서 먹었는데, 괜찮았어요~~
부모님도 맛나게 드셨구요!
가격이 좀 비싼편이지만 테이크아웃해서
집에서 먹기 참 좋네요 :)",1,"I packed the fish cake tray and ate it, and it was good. My parents enjoyed the meal! It's a bit expensive, but it's taken out. Very nice to eat at home :)"
103,106,taste,맛있어요!,1,It's good!
104,107,taste,평양냉면 맛있어여,1,Pyeongyang naengmyeon is delicious
105,108,taste,맛있어요,1,It's good
106,109,taste,"분당 찐맛집
어복쟁반 넘 맛있어요",1,A steamed bun restaurant. Eobok Tray is so good
107,110,taste,맛은 있는데 가격이 넘 올랐네요 ㅠㅠ,1,"It's delicious, but the price has gone up"
108,111,taste,어복쟁반이 국물이 깔끔하고 맛있어요.,1,Eobok Tray's soup is clean and delicious.
109,112,taste,"물냉 비냉 먹었는데 물냉이 더 맛있네요.
김치도 깔끔하고 김칫국이랑 피클도 맛있네요.",1,"I ate mulnaengmyeon and binaengmyeon, but mulnaengmyeon tastes better.. The kimchi is clean and the kimchi soup and pickles are delicious."
110,114,taste,"맛있어요, 김치는 국내산^^",1,"It's delicious, kimchi is made in Korea^^"
111,115,taste,맛있어서 자주가요 맛있어,1,I go there often because it's good. It's good
112,116,taste,"평양식 냉면, 어복쟁반, 만두전골, 불고기, 녹두지짐 조금 비싸긴 한데, 다 맛있어요.",1,"Pyeongyang-style cold noodles, Eobok tray, dumpling hot pot, bulgogi, mung bean paste stew are a little expensive, but they are all delicious."
113,117,taste,일주일 안에 세번 방문포장 했어요ㅋㅋㅋ 온반 양도 많고 너무 맛있어요 ㅎㅎ 저희집은 양이 많지 않아서 1개 사면 네식구가 먹어요 ㅎㅎㅎ,1,"Three times in a weekThere's a lot of onban and it's so good My family doesn't have a lot, so if you buy one, your family will eat it Hahaha"
114,118,taste,맛있어요,1,It's good
115,119,taste,항상 맛있게 먹는 집~,1,The restaurant that always eats deliciously
116,120,taste,"만두전골,어복쟁반 ,냉면추천이요",1,"Dumpling hot pot, fish cake tray, and cold noodles"
117,121,taste,"만두전골 먹으러 갔는데 진짜 맛있어요.
셋이서 전골 2인분에 녹두전 주문해서 먹었는데 전골 양이 푸짐해서 배부르게 먹었어요.
만두전골에 들어가는 고기도 좋은거같고 국물도 깔끔해서 자주 먹으러 갈거 같아요",1,"I went to eat dumpling hot pot and it was really good.. The three of us ordered two servings of hot pot and mung bean pancake, but the amount of hot pot was large, so we ate it full.. I think the meat in dumpling hot pot is good and the soup is clean, so I think I'll go eat it often"
118,122,taste,맛있어요,1,It's good
119,123,taste,소고기온반 맛좋아요. 여의도 평가옥보다 낫네요,1,I like the taste of beef on the taste. It's better than Yeouido evaluation house
120,124,taste,맛있습니다,1,It is delicious.
121,125,taste,본점이라 더 맛있어요,1,It's more delicious because it's the main store
122,126,taste,"비오면 생각나는 맛! 슴슴해서 더 좋아요. 소고기와 토종닭 두 종류가 있는데 매번 토종닭만 먹는 중. 닭고기가 쫄깃해서 맛있어요?
온반 한 그릇에 만두 하나 전 하나 그리고 닭고기와 버섯, 야채, 당면 정도가 들어있어서 
성인 남성 두 분이서 오셨다면 빈대떡도 시켜드셔야 배찰 것 같아요.
단골도 많고 보통 다들 여럿이서 오셔서, 혼밥 난이도 조금 높은 집ㅠㅠ(이지만 가능합니당 흐흐)",1,"The taste that comes to mind when it rains! I like it more because I'm hesitant. There are two kinds of beef and native chicken, but I only eat native chicken every time. Is it delicious because the chicken is chewy? A bowl of hot rice contains one dumpling, one pancake, chicken, mushrooms, vegetables, and glass noodles. If there are two adult men here, I think you need to order mung bean pancake to get full.. There are a lot of regulars and usually a lot of people come, so the difficulty of eating alone is a little high. (But it's"
123,127,taste,정말 맛있습니다! 오랜만에 찾아갔는데도 예전에 먹던 그 맛 그대로네요 :),1,"It's really good! It's been a while since I visited, but it still tastes the same as before :)"
124,128,taste,오복쟁반 평양냉면 맛있게 잘 먹었습니다,1,Thank you for the Pyeongyang Cold Noodles
125,129,taste,맛있어요,1,It's good
126,130,taste,"평양 냉면과 만두전골, 편육을 먹었어요. 맛있습니다.",1,"I ate Pyeongyang naengmyeon, dumpling hot pot, and Pyeonyuk. It is delicious."
127,131,taste,맛있어요,1,It's good
128,132,taste,늘 그 맛으로 변함 없는 맛집,1,A restaurant that never changes with its taste
129,133,taste,어복쟁반 맛있어요,1,Eobok Tray is good
130,134,taste,맛있어요,1,It's good
131,135,taste,약간 짠 맛이 있지만 먹을만 해요,1,"It's a bit salty, but it's okay to eat"
132,136,taste,사장님이 되게 띠꺼워하면서 주문받고 계산하고 응대하셔서 부모님 모시고 가서 좀 그랫네요 ㅋㅋㅋㅋ 음식은 맛있는데 서비스는 그 질을 못 따라가요 싫어하는 친구가 밥사준다고 할 때 가세요 ㅋㅋㅋ,1,"The boss was really annoyed and took the order, paid, and responded, so I took my parents with me. The food was delicious, but the service couldn't keep up with the quality Go when a friend you don't like buys you food LOL"
133,137,taste,존맛탱 평양냉면 녹두전 짱,1,Pyeongyang naengmyeon mung bean pancake is the best
134,138,taste,맛있어요 좋아요 굿이에요~',1,It's good. It's good
135,139,taste,맛있어요.,1,It's good.
136,140,taste,맛있어요! 부드럽고 좋아요,1,It's good! It's soft and nice
137,141,taste,맛좋고 깔끔함,1,Delicious and clean
138,142,taste,"평냉은 여기가 최고!!어복쟁반도 끝내줘요!
다른지점보다 여기가 최고맛나요!",1,"Pyeongnaengmyeon is the best here!!It's a great deal, too! This place tastes better than other places!"
139,143,taste,평양냉면 넘 맛있어요~^^,1,Pyeongyang naengmyeon is so good^^
