id,category,text,trans_text
405,service,맛은 있는데 양이 적었어요 그리고 sns이벤트 참여 할려고 했는데 사전에 말을 하지 않해서 안된다고 하네요 다른 후기에는 사전에 말 하지않고 계산할때 하면 된다고 했는데... 그리고 이벤트 설명에도 적혀있지 않고요 두번다시 안가요 서비스가 별로에요,"It was good, but it wasn't enough And I was going to participate in the SNS event, but they said no because I didn't tell them in advance. Other reviews said I could do it when I paid without telling them in advance... And it's not written in the event description, and I won't go again. The service is not good"
406,service,맛있게 먹을라고 게살볶음밥 세트1을 주문하고 시켜서 기다리고있는데  10분이 넘어서 게살이 안된다고하는데 뒤에 사과도없이 안된다고 하고 새우볶음밥로 바꾸녜마녜하는데 게살 왜안되냐니까 상태가 안좋다는데 그냥 취소했는데 갑자기 게살 해준다는데 상한거쓰는거 아니냐니까 그정도 아니라는데 어쩌라는건지 참 짬뽕 짜장은 맛있는데 서비스는 별로네요 너무 별로네요 5점줄 별점 다깍아 드시네요 ^^,"I ordered crab meat fried rice set 1 to enjoy it, and I was waiting for more than 10 minutes, and they said no crab meat and changed it to shrimp fried rice without an apology, but I canceled it because it wasn't in good condition, but it wasn't that bad. Jjamppong jjajang is good, but the service is not good. 5 stars ^^"
407,service,직원분들 친절하시고 엄청 맛나네요ㅎ 술이 술술 들어갑니다~^^,The staff are kind and it's really delicious. The alcohol is going in smoothly^^
408,service,"깔끔하고 친절한 사장님 덕에 너무 맛있게 먹었어요
특히 볶음밥 존맛!! 조만간 남친이랑 올게요~~♡","Thanks to the clean and kind boss, I enjoyed the meal so much. Especially fried rice!! I'll be back with my boyfriend soon~~♡"
409,service,"내용물이 알참
가게 실내 깨끗함
맛평타치고 포장해먹어도 포장깔끔히해줌
맛도 평타이상임 굿","The contents are very nice. The interior of the store is clean. Even if you eat it after making it taste good, it will be neatly packed. It tastes better than normal. Good"
410,service,서비스 엉망...맛은..그냥...비추,Bad service...The taste... It's just...I don't recommend it
411,service,최근에 먹었던 중국집 중에서 제일 맛있었어요! 직원분들도 친절하고 너무 좋았는데 직원분들 중 턱스크를 하시거나 마스크를 안 하신 분이 계셔서 개선이 필요할 것 같아요! 맛은 최고예요!,"It was the best Chinese restaurant I had recently! The staff were so kind and nice, but some of the staff didn't wear a mask or chin-sk, so I think we need to improve it! The taste is the best!"
412,service,친절하셔서 좋네요ㅎㅎ 음식도 맛있구요!,"It's nice of you to be kindThe food is delicious, too!"
413,service,정신없이 먹느라 사진도 제대로 못 찍었네요ㅠㅠ 손님이 많아도 넘나 친절하셔서더 좋았답니다!!,"I couldn't even take a picture because I was busy eating?????? Even if there were many customers, it was even better because they were so kind!!"
414,service,친절함이 기본으로 갖추어져 있어서 좋네요^^ 거기다가 음식도 깔끔하게 맛이 있어서 재방문하고 싶은 곳이네요.,"It's nice to have a basic sense of kindness^^ In addition, the food is clean and delicious, so I want to visit again."
415,service,직원분들 정말 친절하세요~~ 맛도 있어서 자주 올듯합니다!,"Staff members are so kind~~ It's delicious, so I think I'll come often!"
416,service,서비스 진짜 좋네요^^,The service is really good^^
417,service,깨끗하고 친절하세요 ㅎㅎ 국물도 맛있고 탕수육도 바삭하고 맛있어요 ㅎㅎ 다음에 또 갈게요,Clean and kind The soup is good and the tangsuyuk is crispy and delicious I'll go again next time
418,service,맛있고 친절하세요 서빙해주는 로봇도 귀엽네요?,"It's delicious and kind The serving robot is cute, too?"
419,service,"최근에 먹었던 중식중에서 제일 맛있었어요!
친절하시고 위생도 진짜 깔끔하네요 최고에요!",It was the best Chinese food I had recently! He's kind and has clean hygiene. It's the best!
420,service,갈비짬뽕과 탕수육 음식은 맛있어요~!! 짬뽕이 전혀 맵지 않아서 매운걸 못먹는 사람도 부담없이 먹을 수 있었습니다!! 탕수육은 미니도 있어요~ 보기에는 미니랑 소 사이즈랑 양에 있어서 큰 차이는 없는 것 같아요 소스는 간장과 과일로 된 달콤짭짤한 소스였습니다!! 다만 사람이 많았어서 그런지 서비스 및 친절도는 조금 아쉬운 편입니다ㅠㅠ,"Galbi jjamppong and tangsuyuk food are delicious!! The jjamppong was not spicy at all, so even those who couldn't eat spicy food could eat it without any burden!! There's a mini version for tangsuyuk I don't think there's a big difference between a mini and a small size The sauce was sweet and salty with soy sauce and fruit!! However, the service and kindness are a bit disappointing because there were many peoplecrying"
421,service,너무 맛있어요 직원분들도 친절하시구 ㅎㅎ,It's so delicious. The staff are kind
422,service,"친절도는 날마다 달라요. 그래도 친절한 편..?입니다
두달에 한번은 먹으러오는데 갈비짬뽕 생기고나서 좀 맛이 바꼈지만 그래도 짬뽕 맛집에 속합니다!!!건더기도 실하고 시원해요!옛날 수타원의 맛을 느끼고싶다면 삼선짬뽕 시키세요","Kindness varies from day to day. But he's kind. I come to eat it once every two months, but the taste changed a little after Galbi Jjambbong, but it still belongs to a jjambbong restaurant!!!It's solid and cool!If you want to taste the taste of the old SuTawon, order Samseon Jjamppong"
423,service,이사끝나고 한그릇 했어요 수타원 짜장 짬뽕 맛있네요 ^^ 사장님도 친절하시고 양도 꽤많았어요 다음에 또 올게요,I had a bowl after moving Handawon jjajang and jjamppong are good ^^ The boss was kind and there was a lot of food I'll come again later.
424,service,"직원들도ㅈ너무 친절하고 짬뽕만 맛있는줄  알았는데 탕수육도 고기가 꽉차있고 간짜장하고 고슬고슬 잘볶아진 볶음밥에 계란후라이가 정말 기가막히게 맛있더군요
담에 2층에 직원회식하러 또 올께요","The staff were so kind and I thought only jjamppong was delicious, but the tangsuyuk was also filled with meat, and the fried eggs were amazingly delicious in the fried rice that was well-fried and seasoned. I'll be back on the second floor for a staff dinner"
