id,category,text,trans_text
10,taste,한식먹고 싶어서 검색하다 방문한곳인데 너무 만족한 식사였어요 직원분들 하나같이 다 친절하시고 재료도 아낌없이 주시는데 맛있어서 누룽지까지 순삭했어요 새우튀김은 꼭 드세요,"I was searching for Korean food and I was very satisfied with the meal All the staff members were so kind and generous with the ingredients, but it was so good that I even ate nurungji Make sure you eat fried shrimp"
11,taste,"갈치솥밥 먹었어요!
갈치 엄청 푸짐하고 유린기도 맛있는데
새우튀김 너무 맛있게 생겨서 다음에는
새우튀김 먹을래용",I ate hairtail pot rice! The beltfish is really plentiful and the yuringi is good too. The fried shrimp looks so delicious. Next time. I'm going to eat fried shrimp
12,taste,친구랑 식사하러 갔어요.  웨이팅은 길긴했지만 음식이 정말정말 맛있어서 웨이팅한 시간이 아깝지 않게 느껴지더라고요! 직원분들도 너무 친절하시고 매장 인테리어도 너무 제스타일로 깔끔 그 자체였어요!  이렇게 또 성수 맛집을 알아가네요?,"I went to eat with my friend.  The waiting time was long, but the food was really delicious, so I felt like I didn't waste the waiting time! The staff were so kind and the interior of the store was very clean in my style!  I'm getting to know good restaurants in Seongsu. ?"
13,taste,성수 맛집이라고 해서 시끄러울 줄 알았는데 막 시끄럽지 않고 조용했어요! 개인적으로 조용한 분위기 좋아하는 편이라 편안하게 먹고 왔습니다! 이미 맛집이라서 웨이팅이 있었지만 솥밥들이 너무 맛있어서 또 오자고 같이 간사람들끼리 약속했네요 ㅎㅎ 그리고 메뉴가 다양해가지구 너무 좋았어요 고르느라 진땀 뺐네요 ㅎㅎ 그만큼 좋다는 뜻!,"I thought it would be noisy because I heard it was a famous restaurant in Seongsu, but it wasn't loud and it was quiet! I personally like the quiet atmosphere, so I ate comfortably! There was a wait because it was a good restaurant, but the pot rice was so good that the people who went with us promised to come again And it was so good because there were various menus. I sweated a lot choosing it. It means that it's that good!"
14,taste,남자친구랑 같이 방문했는데 이렇게 깔끔하게 잘하는 집은 처음이에요 !! 도미 야들야들하니 넘 맛있어요 매장도 깔끔하고 넓어요 ,I visited with my boyfriend and I've never seen a place that does so neatly!! It's so delicious The store is clean and spacious
15,taste,"일본간판(?)의 한식 솥밥집! 맛있어요?
스테이크 솥밥과 도미 솥밥 먹었는데, 스테이크가 조금 더 맛있었어요(개인적인 취향)?
도미솥밥도 버터녹여서 김이랑 소스찍어먹으면 맛있어요! 부드러운 살에 적당한 버터밥이 어울려져서 좋아요!

그것보다 충격적인건 유린기가 생각외로 진짜 맛있었어요! 중식집보다 더 맛있었던거 같아요!
다음에도 꼭 시킬 메뉴!?

그리고 직원분이 친절하고 설명도 잘 해줘서 좋았어요 맛집!??


","A Korean hot pot rice restaurant in Japan! It's delicious ?. I had steak pot rice and sea bream pot rice, and the steak was a little more delicious (personal taste) ?. Seaweed pot rice is also delicious if you melt butter and dip it in seaweed and sauce! It's good that soft meat goes well with proper butter rice! What's more shocking than that is that the yuringi was more delicious than I thought! I think it was more delicious than the Chinese restaurant! I'll make sure to order it next time! ?. And the staff was kind and explained it well, so it was good. ??. . ."
16,taste,스테이크 솥밥 먹었는데 간도 딱알맞고 스테이크고기도 안질기고 부드러우며 밑반찬도 맛있고 사이드 메뉴도 넘맛있어요 ~^^ 재방문의사 있어용,"I ate steak pot rice, and the seasoning is just right, the steak is not tough and soft, the side dishes are good, and the side dishes are so good ~^^ I'm willing to revisit"
17,taste,"솔솥 정말 애정하는 사람 중 1인인데요,
오랜만에 먹어도 꿀맛이네요??

쫄깃한 도미와 부드러운 관자의 도미관자솥밥은
담백하면서도 감칠맛이 돌아 정신차리고 보면
밥이 다 사라져있는...
멈출 수 없는 맛인데 재료도 신선해서 전혀 비리거나 하지 않아 너무 좋아요ㅠㅠ

스테이크솥밥은 당연히 졸맛탱!!
굽기도 너무 좋아 전혀 질기지 않고,
양념 또한 간이 딱 좋아서 슥싹 비벼서 와사비 살짝 얹어먹으면 이곳이 헤븐...??


새우튀김도 세상 탱글 바삭 ㅠㅠ


직원분들도 세상 친절하셔서 
매번 기분 좋게 맛있게 먹고 오는 것 같아요 ㅎㅎ

주기적으로 먹어야 하는 솔솥 
제가 정말 애정해요????","He's one of my favorites. It's delicious even if it's been a while since I ate it ??. The sea bream pot rice with chewy sea bream and soft temple is. It's light and savory, so if you get a hold of it's. The rice is gone... It's unstoppable, but the ingredients are fresh, so it's not fishy at all. I love itSteak pot rice is definitely delicious!! It's so good to grill that it's not tough at all. The seasoning is perfect, so if you mix it and eat it with wasabi, this place is heaven...??... The fried shrimp is so chewy. . The staff members are so kind. I think I always eat deliciously and enjoy it. A pine pot that I have to eat regularly. I really love it????"
18,taste,"스테이크솥밥, 도미관자솥밥 너무 맛있었어요!
밥알 자체가 입에 짝짝 감기는 맛임.
어떻게 먹는지 친절하게 설명해주셔서 더 맛있게 먹을 수 있었습니다?","Steak pot rice, sea bream pot rice was so delicious! BABAL itself is a taste that wraps around your mouth.. They kindly explained how to eat it, so I was able to eat it more deliciously?"
19,taste,"맛있다. 스테이크 솥밥, 전복솥밥 둘다 맛있다. 재방문의사 있다.
참고로 다른 솥밥집들과 크게 차별점은 없다. ","It's delicious. Steak pot rice and abalone pot rice are both delicious. I'm willing to revisit.. For your information, there is no big difference from other pot rice restaurants."
20,taste,"웨이팅만 이겨낼 수 있다면 성수동에 이만한 졸맛탱구리가 없음..진짜 너무 맛있음. 솥밥 중 최고임. 분위기도 좋아서 커플이 많긴 한데 여자끼리 가는 사람도 많음(ME,,) 친구만나러 잠실 가는 길에 들렀는데 진짜 이거 마곡엔 왜 안생기는건데ㅠ_ㅠ새우튀김도 맛있구 이씡 또 먹고싶어......","If you can overcome the waiting, there is no more pawn-flavored tanguri in Seongsu-dong..It's so delicious. It's the best pot rice. There are a lot of couples because the atmosphere is good, but there are a lot of women going together (ME...) I stopped by on my way to Jamsil to meet friends, but why doesn't this happen in Magok? ㅠ_ㅠ Fried shrimp is delicious and I want to eat it again..."
21,taste,웨이팅한 시간이 아깝지 않는 맛이에요!! 가게 분위기도 되게 조용하고 아늑해서 데이트 하기 정말 좋네요! 그리고 재료도 아낌없이 넣어주셔서 정말 맛있게 먹었습니다~! 마지막에 후식 누룽지도 먹을수 있어서 좋았어요! 성수 맛집 하나 알아갑니다?,"It's a taste that's not a waste of time waiting!! The atmosphere of the store is very quiet and cozy, so it's great for a date! And they put in a lot of ingredients, so I really enjoyed the meal! It was nice to have nurungji for dessert at the end! I found a famous restaurant in Seongsu?"
22,taste,정갈하고 담백한 한상차림을 먹을 수 있는 곳. 개인적으로 고기보다 도미가 더 맛있었다. 인테리어도 예쁘고 테이블 간의 거리도 적당히 떨어져 있었던 것으로 기억한다. 부모님 데리고 가고 싶은 곳.,"A place where you can eat a neat and light meal. Personally, sea bream was more delicious than meat. I remember that the interior was pretty and the distance between the tables was moderately far away. Where I want to take my parents."
23,taste,"깔끔하고 맛있어요!
개인적으로 스테이크 솥밥도 맛있긴 했지만 다른 곳에서도 먹어볼 수 있는 맛인 것 같고 도미관자솥밥이 좀 더 담백하고 맛있었어요","It's neat and delicious! Personally, the steak pot rice was good, but I think it's a taste that you can try elsewhere. The sea bream pot rice was more light and delicious"
24,taste,"도미솥밥 진짜맛있어료!!
유린기 무조건시키세요!!! 와규도 맛나구
웨이팅심하니 빨리가서 걸어놓고 주변구경하고있기루~~~","Seaweed pot rice is really good! Make sure to make him do it!!! Wagyu tastes good, too. The waiting is bad, so go quickly and hang it up and look around"
25,taste,요즘 솥밥 전문점이 굉장히 많이 보이더라구요. 그중에서도 유명한 솔솥 성수점 방문했어요. 웨이팅은 익히 들어와서 마음의 준비를 하고 갔는데 금요일 12시 반 기준 대기 8팀 있었어요. 웨이팅 걸어놓고 연무장길 구경 하다보니 30분 금방 간것 같네요. 호다닥 가서 미리주문해둔 메뉴를 거의 바로 받을수 있어서 좋았구요. 도미관자 먹었는데 도미와 관자는 부드럽고 같이 주신 김에 싸서 간장에 찍어먹으니 정말 맛있더라구요! 왠지 집에서도 만들어 먹을수 있을 것같지만 그러지 못한 제 똥손을 탓하며 맛있게 싹싹 비웠어요. ,"There are a lot of hot pot rice restaurants these days. Among them, I visited the famous Sol-Sot Seongsu store. I came in well and prepared myself for the waiting, but as of 12:30 on Friday, there were 8 waiting teams. I think 30 minutes went by so quickly after waiting and looking around Yeonmujang-gil. It was nice to be able to get the pre-ordered menu almost immediately. I ate sea bream and sea bream and sea bream were soft and wrapped in seaweed they gave me and dipped it in soy sauce, and it was really delicious! I think I can make it at home, but I emptied it deliciously, blaming my poor hands for not doing so."
26,taste,성수동 솥밥하면 솔솥이죠!! 웨이팅필수인데 평일5시쯤가니 한두자리있어서 바로 안내받았어요:) 이후 웨이팅바로생겼지만 식사만하는거라 회전율이 좋아서 금방 자리나더라구요! 와규솥밥은 스테이크도 많이 주시고 도미관자도 담백하고 푸짐하게 주셔서 넘 좋았어요! 특히 사이드 새우튀김 대존맛입니다!! 꼭 드셔보세요!!!마무리 누룽지까지 솥밥 갬성 제대로 즐기고왔네요! 외국인친구나 부모님모시고 조만간 방문예정입니다!!,"When it comes to hot pot rice in Seongsu-dong, it's a sol-pot!! Waiting is a must, but when I went around 5 o'clock on weekdays, there were one or two seats, so I was informed right away :) I got a waiting bar after that, but I only ate, so the rotation rate was good, so I was able to sit down quickly seat! The wagyu pot rice was served with a lot of steak, and the sea bream was light and plentiful, so it was really nice! Especially, the fried shrimp on the side is the best!! Make sure you try it's!!!We really enjoyed the feeling of the rice with the nurungji! I am planning to visit with my foreign friends or parents soon!!"
27,taste,맛잇게 잘먹엇어요 꼬막 완전 좋아하는데 통실하니 양념도 맛잇네요 잘먹고갑니다~! 다음번에 또 방문할께요,"It was delicious I really like cockles, but the sauce is good because it's fluffy. Thank you for the food! I'll visit you again next time"
28,taste,성수 맛집이라고 알려진 덥밥집에서 점심 먹고 왔는데 메뉴구성 알차고 재료 듬뿍넣어 비쥬얼 좋고 맛도 굿입니다 가끔 점심 식사하러 들릴께요,"I had lunch at a famous restaurant called Seongsu, and it has a lot of ingredients, so it looks good and tastes good I'll stop by for lunch sometimes"
29,taste,"솔솥 다른지점도 가봤었는데 성수점은 특히
더 맛있었어요! 재료들도 좋고 직원분들도 친절하셔서 정말 맛있게 먹고 왔습니다??
유린기는 궁금해서 시킨건데 너무 맛있어서 놀랐어요. 전반적으로 음식 맛이 좋아서 성수가면 자주 갈것 같아요!","I've been to other branches of the pine pot, but especially the Seongsu branch. It was more delicious! The ingredients were good and the staff were kind, so I ate it deliciously??. I ordered Yurinki because I was curious, but I was surprised because it was so delicious. Overall, the food tastes good, so I think I will go to Seongsu often!"
30,taste,미세먼지많은날 전복솥밥으로 보신하고왔네요 전복이 엄청많이들어있엇어요 반찬도 정갈하니 맛잇네요,You watched abalone pot rice on a fine dust day There were so many abalones in it The side dishes are neat and delicious
31,taste,"친구들과 꼭 한번 솥밥을 먹어보고 싶어서 왔는데, 웨이팅 1시간 반 기다리고 먹었어요ㅜㅜ
대표메뉴인 스테이크 솥밥을 먹었는데, 처음 먹어보는 맛이었고 느끼하지 않고 고기가 연하고 부드러우며 진짜 맛있었어요?
다음에는 전복솥밥 먹어볼려고요!
메뉴 구성도 알찬 것 같아요:)","I wanted to eat hot pot rice with my friends. I waited for an hour and a halfㅜ????. I ate steak pot rice, which is the representative menu, and it was my first time eating it, and it was not greasy, and the meat was tender and soft, and it was really delicious ?. Next time, I'm going to eat abalone pot rice! I think the menu composition is good too :)"
32,taste,"맛은그럭저럭 먹을만하나 알바가너무불친절했어요ㅜㅜ
맛에비해가격도비싸요","The taste was not bad, but the part-timer was too kind. It's expensive compared to the taste"
33,taste,오.. 색다른 솥밥이에요! 그리고 재료 궁합이 너무 잘맞아서 정말 맛있게 먹었어요! 스테이크는 부드럽고 새우튀김은 진짜 ???? 솥밥인만큼 후식 누룽지도???? 성수맛집 등록 해야겠어요!! ,"Oh, it's a different kind of pot rice! And the ingredients matched so well that I really enjoyed the meal! The steak is soft and the fried shrimp is really ???? As it's a pot rice, the dessert nurungji ???? Seongsu restaurant needs to be registered!!"
34,taste,"첨엔 무슨 솥밥집 가게이름이 일본어로 적혀있나 했어요 ㅋㅋㅋㅋ
근데 진짜 스테이크덮밥 맛있네요..
소스넣고 비비니까 넘 맛나요ㅠ
양도 많고
마지막 누룽지까지 카아..
제가 여태 먹어본 솥밥중 1위입니당!!!????","At first, I wondered what kind of pot rice restaurant's name was written in Japanese Lol. But the rice with steak is really good... It tastes so good when I mix it with the sauce. There's a lot. And the crust of overcooked rice... It's the best pot rice I've ever had!!!????"
35,taste,스테이크 솥밥 맛있어요. 와사비 살짝 올려서 먹으면 질리지않고 술술 들어갑니다. 양도 성인 여자 먹기 적당합니다. 다만 언제나 웨이팅이 많고 가격이 비싸요?,"Steak pot rice is delicious. If you eat it with wasabi, you won't get tired of it and go in smoothly. The amount is suitable for adult women. However, there is always a lot of waiting and the price is high ?"
36,taste,정성스럽게 지은 따뜻한 솥밥에 재료도 아낌없이 듬뿍 넣어 진짜 맛있어요! 손님이 많아서 바쁜데도 직원 분들이 친절하시고 맛과 서비스 모두 만족스러운 곳입니다 :) ,"It's really good because you put a lot of ingredients in the hot pot rice that you cooked carefully! Even though I am busy with many customers, the staff are kind and I am satisfied with both the taste and service. :)"
37,taste,"누가 여기 전복솥밥 맛있다고 추천하기에 가보았어요^^ 예상대로 맛이 좋네요~ 식감 살아있구요. 제가 출장 관련해서 서울에 많이 오는 편인데, 중요한 미팅전 든든한 한끼 먹은 느낌이라 참 좋았네요~","I went there because someone recommended that abalone rice is good^^ As expected, it tastes good The texture is alive. I come to Seoul a lot about business trips, and it was nice to feel like I had a hearty meal before an important meeting"
38,taste,"가격 만큼 맛은 있는 곳이네요
도미솥밥이 안짜서 더 건강한 맛
스테이크 솥밥은 짭쪼름 합니다.
점심 시간에
테이블링인가 키오스크로 빨리 주문해 두시길",It's a good place for its price. It's healthier because it's not salty. Steak pot rice is salty.. at lunchtime. Please order it with a table or kiosk
39,taste,맛있어요 솔솔 메뉴 4개째 도전중인데 지금까지 다 맛있었어요 ㅋㅋㅋ 다른 메뉴도 먹어보려고 또 가려고 합니다! 추천해요 유린기도 최최고,"It's good. It's my 4th time trying the menu and everything has been delicious I'm going to go again to try other menus, too! I recommend it. Yurinki is the best too"
40,taste,"맛있는데 다른 솥밥집보다 저렴한 편이라 좋아요? 스테이크, 도미 둘 다 맛있어요!
새우튀김은 맛있지만 좀 느끼해요 그래도 추천해요ㅎㅎ
대기 있는데 테이블링이라 주변 구경할 수 있어요","It's delicious, but it's cheaper than other pot restaurants, so I like it. ? Both steak and sea bream are delicious! Fried shrimp is delicious, but it's a little greasy. I recommend it though. There's a waiting room, but it's a table, so you can look around"
41,taste,먹다보면 초큼 느끼한데 맛있는 건강식이에요! 유린기가 메뉴에 있는데 주문이 안되어서 아쉬웠어요 ?,It's a healthy food that's super greasy when you eat it! I was sad that I couldn't order it even though it was on the menu ?
42,taste,"제가 평소에 한식 좋아하는데, 여기는 건강한데, 종류도 많은 솥밥이 있어서, 너무 좋았어요! 살짝 버터향이 나서 고소하고, 담백했습니당! 또 올게용!","I usually like Korean food, but it's healthy here, and there are many kinds of pot rice, so I loved it! It smelled like butter, so it was savory and light! I'll be back!"
43,taste,맛있고 깔끔해서 종종 방문하는데 오늘 알바분이 엄청  일하기 싫으셨는지 서랍에 젓가락 없어서 달라고했는데 엄청 틱틱대셔서 괜히 뭐 잘못했나 싶을정도로 민망했어요 서랍에 젓가락채우고 서랍닫을때도 책상 다 흔들리도록 쾅쾅...,"I often visit because it was delicious and clean, but the part-timer didn't want to work today, so I asked for chopsticks in the drawer, but he was so embarrassed that I wondered if I did something wrong. When I put chopsticks in the drawer and closed the drawer, the desk was shaking..."
44,taste,"테이블링으로 3번째로 들어가서 혼밥했습니다! 도미관자솥밥 먹었는데 버터의 향과 부드러운 도미, 쫄깃한 관자가 어우러져 맛있는 한 끼였습니다?","I went into the table for the 3rd time and ate alone! I ate sea bream pot rice, and it was a delicious meal with the scent of butter, soft sea bream, and chewy sea bream?"
45,taste,솔솥 다른 지점에서도 맛있게 먹은 기억이 있는데 성수점도 맛있어요! 누룽지 육수도 고소하고 밥 다 먹고 요구르트도 하나씩 주세요! ,"I remember eating it deliciously at other branches of the pine pot, and Seongsu branch is also delicious! The nurungji broth is savory, and please give me a yogurt after finishing my meal!"
46,taste,가게가 엄청 깨끗하고 솥밥 종류도 많고 점원분들 사장님 모두 친절하셔서 음식 맛있게 잘 먹고 갑니다.,"The store is very clean and there are many kinds of pot rice, and the clerks and the boss are all kind, so I'm enjoying the food."
47,taste,"오픈전부터 줄서서 1번으로 입장해서 들어갔어요.
워낙 맛집이라 기대가 컸나봐요.
맛은 있었지만 제대로 먹은건가 싶네요.
장국과 육수는 음식 세팅 시작부터
아직 안끓었다고 말씀만 하시고
솥밥에 부어먹어야할 육수는 20분이후에 나오고
심지어 1번인 저희테이블이 아니라
다른테이블 먼저 주시더라구요.
결국 장국은 구경도 못했네요 ㅎㅎㅎ
레시피가 어떤지 모르겠지만 소량 덜어서
끓여도 되지 않았을까 싶고 대처가 아쉬웠어요.
비싼 점심값을 치루고 기분 좋지 못한 식사를 했네요.","Before the opening, I entered the first line.. I guess they had high expectations because it's such a good restaurant.. It was delicious, but I wonder if you ate it properly.. Jangguk and broth from the start of setting up the food. Just say it's not boiling yet. The broth that needs to be poured into the pot rice comes out after 20 minutes. It's not our table that's number one. They gave me another table first.. After all, I couldn't even look at Jangguk. I don't know how the recipe is, but I'll take a little bit. I thought I could've cooked it, and I was disappointed with how I handled it.. You paid for a high lunch and had a bad meal."
48,taste,"요리를 먹는듯한 비주얼이라 놀랐어요
먹기가 아까웠어요 ㅎ
너무 맛있고 제 입맛에 간도 딱이네요.",I was surprised because it looks like I'm eating something. It was a waste to eat. It's so delicious and the seasoning is perfect for my taste.
49,taste,토요일 1시 반 넘어서 갔더니 대기 10팀 있었고 1시간 가량 기다렸어요. 사진은 스테이크솥밥인데 개취로 도미관자솥밥이 더 맛있는 것 같아요!!! 완전 꼬숩고 김에 싸서 고추냉이 푼 간장에 찍어먹으면 존맛이에요..? 재방문의사 200%!!,"I went past 1:30 on Saturday and there were 10 waiting teams and I waited for about an hour. The picture is steak pot rice, but I think Domigwan pot rice tastes better for personal taste!!! It's very chewy and if you wrap it in seaweed and dip it in wasabi, it's very delicious..? 200% willing to revisit!!"
50,taste,굳굳 ㅎ 전복솥밥 맛있어요 ㅎ 실한 전복에양념간장에 비벼먹으면 굳 ㅎ 반찬은 좀 부실하지만 솥밥은 맛있어요 ㅎ,"Hard and hard. Abalone pot rice is good If you mix it with thick abalone and seasoned soy sauce, the side dishes are a bit weak, but the pot rice is delicious Hah!"
51,taste,스테이크 진짜 개마싯음!!!! 이곳저곳 다녀도 이만한 곳이 없음 성수 맛집 인정!!!!! 찬이 엄청 정갈하게 나와서 좋아여,I really ate steak!!!! There's no place like this even if you go here and there. Seongsu's restaurant is acknowledged!!!!! I'm happy that Chan came out so neatly
52,taste,솥밥먹고싶어서 솥밥집 찾다가 들렸는데 이렇게 맛있어도 되나요?ㅠ 재료도 너무 푸짐하고 진심 존맛탱이에요 ㅠㅠ 재방문의사 500%!!!!입니다,"I was looking for a pot rice restaurant because I wanted to eat pot rice, but is it okay to be this delicious? The ingredients are so plentiful and it's really delicious. 500% willing to revisit!!!!It is."
