id,category,text,trans_text
971,price,"맛있게 잘 먹었습니다! 스테이크에 곁들여 나오는 포테이토(?), 새우 맛있어요 가성비 좋은것 같습니다!",Thank you for the food! Potatoes served with steak. Shrimps are good I think it's cost-effective!
972,price,지금은 서울숲 근처맛집 오뜨로부엔디아 이탈리아음식점에서 늦은 점심중입니다. 까르보나라 알리오올리오 찹스테이크 시켰어요 가성비좋은곳이라더니 맛도 좋네요 가게안도 깔끔하고 조용하고 특히 시원합니다 맛있게 잘 먹고갑니다.,"Now, I am having a late lunch at Haute Robuendia Italian restaurant near Seoul Forest. I ordered carbonara aglio e olio chop steak I heard it's a place with good cost-effectiveness, but it tastes good. The inside of the store is clean, quiet, and especially cool I'm enjoying the food."
973,price,"가격도 착하고 맛도 좋아요!
스테이크는 레어 정도 굽기로 나와서 조금 당황했는데 먹어보니까 충분히 부드러웠습니다
봉골레파스타 조개 양도 정말 많아요!","The price is good and the taste is good! The steak was grilled rare, so I was a little flustered, but when I tried it, it was soft enough. Vongole pasta has a lot of clams, too!"
974,price,건물 주차장 있어서 주차하기 좋구 음식도 맛있었어요!! 가격도 비싸지 않고 맛있게 잘먹었어요! 이 정도면 만족합니다??,"There was a parking lot in the building, so it was good to park and the food was delicious!! It's not expensive and I enjoyed the meal! I'm satisfied with this??"
975,price,서울숲역 근처에서 친근한 분위기에 가성비 좋은 파스타 찾으시면 추천드려요 ! ,I recommend you to find pasta with a friendly atmosphere near Seoul Forest Station and cost-effective!
976,price,"코스로 저렴하게 잘 먹었어요! 
모듬샐러드 타이거새우로제파스타 부채살테이크 먹었는데 다 맛있고 좋았어요?",Thank you for the course! . I ate the seafood pasta with tiger shrimp and everything was delicious and good?
977,price,가성비 갑!!! 예쁜 곳에서 기분좋게~맛있게 먹었어요^^,"Great cost performance!!! In a pretty place, in a good moodIt was delicious^^"
978,price,"서울숲 근처에서 가성비 좋은 양식집 찾기 힘들었는데 가격대비 양도 많고 맛있었어요!
매장도 청결하고 서울숲 바로 앞보다 유동인구도 많지 않아서 위치도 너무 좋네용!","It was hard to find a cost-effective Western restaurant near Seoul Forest, but the amount was large and delicious for the price! The store is clean and there are not many floating populations than right in front of Seoul Forest, so the location is great!"
979,price,전체적으로 맛있고 후추향이 강해서 느끼하지 않았어요. 해물이 많이 들어가 있어 먹는 재미가 있었어요. 가격대도 적당합니다. ,"Overall, it was delicious and the pepper scent was strong, so it wasn't greasy. It was fun to eat it because it has a lot of seafood in it. The price range is reasonable."
980,price,"브레이크 타임 없는 양식집 찾다가 우연히 발견해서 온 곳인데, 테이블도 넓고 직원 분들도 친절하시고 음식도 빨리나와요! 다른곳 웨이팅도 긴데 브레이크 타임 없는게 너무너무 좋아요ㅠ성수동 치고 가격도 많이 비싸지 않고 맛있어요! 다음번에 오면 스테이크랑 크림 파스타 먹어보기로 했어요. 재방문 의사 있습니다?","I came here by chance while looking for a Western restaurant without break time, and the table is large, the staff is kind, and the food comes out quickly! I like that there's no break time even though the waiting time is longIt's not that expensive and delicious for Seongsu-dong! I'm going to try steak and cream pasta next time I come. I'm willing to revisit?"
981,price,"가성비 좋아요!
좋은 가격에 좋은 퀄리티로 맛있게 먹고 갑니다 !!",It's cost effective! We're going to eat deliciously at a good price and quality!!
982,price,가성비 좋은 맛집입니다. 재방문 의사 있어요,It's a good restaurant with good cost-effectiveness. I'm willing to revisit
983,price,"서울숲 들렀다 배가 출출해 리뷰보고 들린 곳입니다!
가격 대비 인테리어와 음식이 훌륭해요!
인테리어는 상당히 고급지고
음식 맛은 만족 그 이상입니다.
위치가 기대 이하여서 별 생각 안 했는데 생각보다 되게 좋았어요","I stopped by Seoul Forest and got hungry, so I went to the place after reading the reviews! The interior and food are great for the price! The interior is quite luxurious. The taste of the food is more than satisfaction.. I didn't think much because the location was below my expectations, but it was better than I thought"
984,price,가격도 비싸지 않고 맛도 있어요! 서울숲역에서 가까워서 찾아 가기도 좋구요 ㅎㅎ,"It's not expensive and it's delicious! It's close to Seoul Forest Station, so it's good to visit Haha"
985,price,"부채살 스테이크와 로제파스타 가성비 굿굿?
양도 적당했구~ 넘 맛있게 잘먹었습니다 와인 종류도 많아 다음엔 와인하고도 같이 곁들여서 먹으러 오고싶어요!! 브레이크 타임도 없어서 너무 좋아용?","Fan fat steak and rose pasta cost-effectiveness Good good?. The amount was just right. I really enjoyed the food There are many kinds of wine, so I want to come with wine next time!! I'm so happy that there's no break time?"
986,price,"가성비갑이예요!
너무 맛있어요!
일행 모두 만족해하셨네요.",It's cost-effective! It's so good! You were all satisfied.
987,price,"음식이 시킨지 10분도 되지않아 나와서 놀랐고
많은 양과 저렴한 가격 가성비 뿜뿜 그 자체의
가게였습니다. 인생가게 등극 입니다! 
주차도 편하고 너무 좋습니다.",I was surprised that the food came out less than 10 minutes after I ordered it. It was a store with a lot of volume and low cost performance. It's a life shop. Parking is convenient and nice.
988,price,식사도 빨리나오고 샐러드까지 정성스럽네요~ 세트메뉴가 가성비 짱~~! 음식도 가격도 만족입니다~서울숲에서 주차가 가능한 맛집~~예약해서 가니까 창가에서 기분좋게 식사했습니다 ^^,The food comes out quickly and the salad is sincere The set menu is the most cost-effective! I'm satisfied with the food and the priceA restaurant where you can park in Seoul ForestI made a reservation and had a good meal by the window ^^
989,price,가성비괜찮은거같아요! 샐러드맛있어요,I think the cost-effectiveness is good! Salad is delicious
990,price,"메뉴 다 너무 맛있었고 리조또 양 진짜 미쳤어요 
카프레제 토마토도 너무 신선하고 바질 소스 레전드
가격도 안비싸서 좋아용",The menu was so good and the risotto was crazy. The capreze tomato was so fresh and basil sauce legendary. I like it because it's not expensive
991,price,"가격대비 맛이 soso 네요.
성수동 맛집들 사이에선 추천은 좀....","The price and taste are soo.. Among the restaurants in Seongsu-dong, I can't recommend..."
992,price,처음가봤는데 가격대비 맛도 좋고 분위기도 좋습니다. 추천이요~~,"It's my first time going there, and it tastes good for the price and the atmosphere is good. I recommend it"
993,price,파스타랑 스테이크가 진짜 가격대비 재료도 많이 들어가고 맛있었어요!,Pasta and steak had a lot of ingredients for the price and were delicious!
994,price,음식이 맛있어요. 가격대도 저렴하고 재료도 신선해요. 메뉴당 양이 약간 적은 편이에요,The food is delicious. The price is low and the ingredients are fresh. The amount per menu is a bit small
995,price,"가격도 비싸지 않고, 재료도 신선하고! 너무너무 맛있게 잘 먹었습니다^^","It's not expensive, and the ingredients are fresh! I really enjoyed the food^^"
996,price,로제파스타에 감바스와 부채살 스테이크까지 오랜만에 데이트하면서 분위기있게 식사하고 왔어요~ 확실히 가성비 좋은 레스토랑이라 나중에 또 가보고 싶은 곳이었어요!,"Rose pasta, gambas, and steak. We had a nice meal on a date It was definitely a cost-effective restaurant, so it was a place I wanted to visit again later!"
997,price,"방금 탈곡한 생쌀을 먹어보는 듯한 리조또
면에 소스 맛이 나지 않고 소스 마저 싱겁던

응대가 친절하셨우나 맛이 없어서 별점을 드릴 수 없는 안타까운 곳,,,

맛대비 가격이 너무 비싸네요","A risotto that seems to be eating raw rice that just threshed. The noodles didn't taste like the sauce and even the sauce was bland. The response was kind, but it was a pity that I couldn't give you a score because it wasn't tasty. The price is too high for the taste"
998,price,"가성비 좋은 스테이크, 파스타 맛집! 추천해요:-)",Great cost-effective steak and pasta restaurant! I recommend it :-)
999,price,"가격대비 푸짐한 양과 입에 착착 감기는 맛에  오랫만의 외식으로 스트레스가 풀렸네요..
스테이크 가성비 갑이에요..잘 먹었습니다~^^",It's been a long time since I ate out because of the generous amount of food and the taste that fits my mouth... Steak cost-effectiveness..Thank you for the food! ^^
1000,price,"거리가 가까워서 찾아왔는데 진짜 별로였어요
가격이 저렴한건 인지했지만 그래도 이건 심하다 싶어요
토마토파스타가 이렇게 맛이 없을 수가 있나요 소스가 정말  따로 노네요 
리조또랑 파스타 둘다 익은 정도, 소스 등등 그냥 맛이 없었어요
두 명이서 진짜 배고파서 갔는데 식전빵만 먹고 거의 다 남기고 나왔어요
힐튼 주방장님이 조리하신다더니 휴가가신건가요?
다른 분들이 이 리뷰보고 도움이 되시길 바라며 적습니다","I came because the distance was close, but it wasn't good. I was aware that the price was low, but I think this is too much. How can tomato pasta be this bad? The sauce is really different. The risotto and pasta were both cooked, the sauce, and so on. It just didn't taste good. The two of us went because we were really hungry, but we ate only the bread and left almost everything. Chef Hilton said she was going to cook, so you went on vacation. I hope other people will find this review helpful"
1001,price,"1. 평일 점심에 회사 동료들이랑 먹거나 혼밥하기에는 더할나위 없는 가성비와 나름 그럴 듯한 분위기. 근처 파스타집 치고는 가격이 굉장히 싼편.
2. 주차가 편함
3. 이게 치명적인 단점인데 좀 맛이 없음. 솔직히 집밥 스타일. 내가 집에서 해먹는것도 솔직히 이것보다 조금 나음... 메뉴 소스만 조금 개선해도 훨씬 나을 듯 하네요
4. 식전빵이 디쉬 나오기 직전에 나오는게 좀 그랬어요. 식전 빵 먹으면서 기다리며 허기를 달래는 건데 식전빵이 바로 전에 나오니 좀 이상했습니다","1. Perfect cost-effectiveness and a reasonable atmosphere to eat alone with colleagues at work during lunch on weekdays. The price is very low for a nearby pasta restaurant. 2. Parking is convenient. 3. This is a fatal disadvantage, but it's not tasty. Honestly, it's a homemade style. To be honest, cooking at home is a little better than this... It would be much better if the menu sauce was improved a little. 4. I didn't like it when the bread came out right before the dish came out. I was waiting for the bread before the meal, but it was a little weird because the bread came out right before the meal"
1002,price,가성비 좋은곳이라 너무 만족스러웠어요 데이트하러 가기 딱 좋은 곳이었습니다 특히 스테이크 존맛탱이었어요! 다음에 또 가볼게요,"It was a good place for money, so I was very satisfied. It was a perfect place to go on a date Especially, the steak was so good! I'll be back next time"
1003,price,"서울숲에 볼 일 있어 급히 찾아서 무작정 와봤는데 매장도 깔끔하고 가격도 너무 착했습니다!
매콤한걸 좋아해 맵게 해달라고하니 요청도 들어주시더라구요! 다음엔 가족이나 친구들이랑 다시 방문하고싶은 곳 이였습니다~!!","I came to Seoul Forest in a hurry because I had something to see, but the store was clean and the price was so good! I like spicy food. When I asked them to make it spicy, they listened to my request! Next time, it was a place I wanted to visit again with my family or friends!!"
1004,price,"가격도 싸고 가성비 갑!!
강추합니다~",It's cheap and cost-effective! I strongly recommend it
1005,price,서울숲에서 가까워 찾아가기 편리했고 무엇보다 가격 대비 퀄리티있게 나오는 파스타가 맛있어서 와이프와 오랜만에 데이트하면서 잘 먹고 왔네요~,"It was convenient to visit because it was close to the Seoul Forest, and above all, the pasta that came out of high quality for the price was delicious, so I ate it well while dating my wife after a long time"
1006,price,"정말 좋았어요 재방문 의사 100입니다
직원분들도 정말 친절하시고!!! 
직원분들 친절과 맛에 감동해서 
정성스레 리뷰 남깁니다 
일단 스테이크가 정말 맛있었어요 
가격이 저렴한 편인데도  
맛, 굽기 모두 정말 좋았고 ! 
소스도 따로 나와서 소스없이 먹는 걸 좋아하는 저에겐 최고였어요! 
새우가 정말 통통하고 퀄리티 좋은 재료를 아끼지 않고 쓰시는 것 같아 좋았구요 ~ 
이 맛에 이 품질에 ! 주변 상권과 비교 하면 정말 합리적 가격이라 가성비 짱이라구 
식사 내내 친구들이 칭찬해줘서 기분이 넘 좋았습니다 
다음에는 토마토리조또랑 로제파스타 먹으러 또 가려구요 ㅎㅎ","It was really good. I'm a doctor who will revisit. The staff are so kind!!! . I'm touched by the kindness and taste of the staff. I'm leaving a review. First of all, the steak was really good. Even though it was cheap. The taste and baking were all great! The sauce came out separately, so it was the best for me who likes to eat it without sauce. It was good that shrimp was really plump and used high-quality ingredients. This taste! Compared to the surrounding commercial area, it was a reasonable price and cost-effectiveness. My friends complimented me throughout the meal. Next time, I'm going to eat tomato risotto and rose pasta again Haha"
1007,price,"알리오올리오 가성비 괜찮습니다
하지만 토마토 리조또는 정말 별로였습니다 솔직히 맛이 없었습니다 그냥 소스에다가 밥 비벼먹는 느낌이에요 15300원이면 어느정도 퀄리티는 나올줄알았는데 절때 아니에요… 차라리 서가앤쿡 리조또가 더훨씬 낫습니다 허헡ㅌㅌ 음… 다음엔 안갈것같아요","The cost-effectiveness of aglio e olio is okay. But the tomato risotto was really bad Honestly, it wasn't good It's just like mixing rice with sauce. I thought it would be of some quality if it was 15300 won, but it's not at all... I'd rather have Seo Ga & Cook risotto in the air... I don't think I'll go next time"
1008,price,"가격대비 맛은 괜찮은데, 
오픈주방인데 마스크를 썼다 벗었다..","It tastes good for the price, but it's an open kitchen, but I wore a mask and took it off.."
1009,price,"성수동 파스타집들 가격이 넘 비싸서 가격 괜찮고 찾아기기쉽고 분위기 좋은 곳 검색하다 발견했습니다??2인임에도 6인석 넓은 테이블 쓸 수 있게 해주셔서 편하게 식사할 수 있었네요! 맛있었구요! 다만 파스타 소스 양이 적어서 마지막엔 좀 꾸덕꾸덕하게 먹었는데요ㅎㅎ담에 또 방문하게되면 그 땐 소스 좀 더 달라고 부탁드려도 될지요??
직원분들 친절하시고 조용한 분위기에서 맛있게 식사했습니당! 찹스테이크 저렴한데 양많아서 좋았네요??","I found the pasta restaurants in Seongsu-dong while searching for places that are affordable, easy to find, and have a good atmosphereI was able to eat comfortably because they allowed me to use a large table for 6 people even though I was a ??2 person! It was good! But the pasta sauce wasn't enough, so it was a bit thick at the endIf I visit again in the future, can I ask for more sauce??. The staff were kind and I enjoyed the meal in a quiet atmosphere! Chop steak is cheap, but it was good because there was a lot??"
1010,price,"서버분도 친절하셨고, 음식도 맛있었어요.
가격도 착해서 이것저것 시켜볼 수 있어서 좋았습니다.","The server was kind and the food was delicious.. The price was good, so I was able to order this and that."
1011,price,가격도 저렴하고 좋아요,It's cheap and good
