id,category,text,trans_text
1020,price,가성비 좋은밥집. 반찬은 여러종류에 후식이 나오지만 딱히 먹을만한 반찬이 아쉽...,"a cost-effective restaurant. There are many kinds of side dishes, but I don't want to eat any side dishes..."
1021,price,"비싸고..
고기도 그닥...
가성비 별로이니..
참고하세요","It's expensive, and the meat isn't that... I don't like the cost-effectiveness... Keep that in mind."
1022,price,여성 직원분만 친절함 맛은 괜찮은데 가격대비 별로에요 이 금액이면 다 구워주는 고기집도 많구요,"Only female employees are kind, but the taste is okay, but it's not good for the price. There are many meat restaurants that grill everything for this amount"
1023,price,"점심특선 가성비좋고 맛있어요!
차돌된장찌개, 냉면 한상차림 먹어봤는데 
둘 다 맛있고 밑반찬도 깔끔하게 잘 나와서 만족스러웠습니다","Lunch special cost-effectiveness and delicious! I tried beef brisket soybean paste stew and cold noodles. Both were delicious and side dishes came out neatly, so I was satisfied"
1024,price,"지인들과 간단하게 식사하기 좋습니다. 
고기 질이 그리 좋진 않지만, 가격 대비 나쁘지 않습니다. ","It's good to have a quick meal with acquaintances. The meat isn't that good, but it's not bad for the price."
1025,price,맛은 있는데 양은 가격대비 좀 적은듯,"It's good, but the portion is a bit small for the price"
1026,price,몽련 개업 당시부터 왔습니다 ㅎ 맛이야 언제나 훌륭하고 가격도 합리적이에요. 흠잡을 곳 없는 식당이지만.. 몽련의 유일한 단점은.. 식당 바닥입니다. 초기 인테리어를 어떻게 하신건지.. 사람이 걸어다니면 마루바닥이 쿵쿵 진동이 울립니다. 먹는내내 바닥이 흔들리니 불안해요.. 방문할때마다 인테리어 업자한테 몽련측에서 피해보상청구 해야하는거 아니냐고 저희끼리 이야기하네요..,"I've been here since the opening of Mongryeon The taste is always great and the price is reasonable. It's an impeccable restaurant, but.. The only drawback is.. It's the floor of the restaurant. I don't know how you did your initial interior design.. When a person walks around, the floor vibrates. I'm nervous because the floor is shaking all the time.. Every time I visit, we tell the interior designer if Mongryeon should claim damages.."
1027,price,맛있어요~ 다양한 부위를 먹을 수 있고 아쉬운점은 테이블이 생각보다 가까웠고 ㅠㅠ  가격이 좀 있어서 구워주실 줄 알았어요. ,"It's delicious~ I can eat various parts and the disappointing thing is that the table was closer than I thought. ????? It was a bit expensive, so I thought they would grill it."
1028,price,"가격 대비 고기맛이 그렇게 특별하지 않아요 평점은 맛때문입니다... 게다가  한파에 예약석을 창가로 주시고 5시 예약인데 15분 일찍 도착해서(전화한 시각이라 정확합니다) 안에 들어가 있을 수 없냐고 하니 직원들 쉬어야 한다고 5시 예약은 2,3분 늦게 오라고,;;;; 뭐지 싶었네요... 2,3분 늦게 오라고 한 부분이 이상했어요 브레이크 타임 알고 있고 너무 추워 부탁드리는 데 당연히? 다음에는 늦게 오라니.. 성수가 원래 고기로 유명한 곳은 아니니... 맛있는 고기집을 찾는다면 근처인 왕십리쪽으로 가는게 차라리 나으실듯 싶어요.. 이렇게 평점 낮게 주긴 처음이네요...","The price of meat is not that special The rating is because of the taste... In addition, they gave me a reservation seat by the window at 5 o'clock, but I arrived 15 minutes early (correctly because I called), so I asked the staff to take a break, so I was wondering if the reservation for 5 o'clock should be 2 or 3 minutes late... The part where I told him to come 2 or 3 minutes late was weird I know the break time and it's so cold. I'm asking you to come late next time.. Seongsu is not famous for meat... If you are looking for a good meat restaurant, I think it would be better to go near Wangsimni.. It's my first time giving such a low rating..."
1029,price,가격은 조금 비싸지만 맛있게 잘 먹었어요,"It's a bit expensive, but I enjoyed the food"
1030,price,"가격은 무려 25프로나 오르고
중량도 줄이고
야채는 신선하지도 않고
진짜 창렬됐네요
다신 안갈 듯 해요
미국산 갈비살 150g이 25000원이라니 ㅋ
유명맛집 가는 게 좀 더 낫습니다","The price goes up as much as 25 percent. I'm going to lose weight. Vegetables are not fresh. It's really great. I don't think I'll go again. 150g of American ribs is 25,000 won. It's better to go to famous restaurants"
1031,price,런치세트들이 너무 가격대비 훌륭하고 도끼살 진짜 맛있어요!! 도끼살 시키면 차돌된장찌개 같이 나오는데 진짜 된장찌개도 너무 맛있어요...! 먹었던 음식 다 맛있었어요. 직원분들이 불친절하다는 리뷰들이 있었는데 생각보다 그렇게 불친절하지않았어요. 직원 케바케인것같아요. 남성분은 좀 퉁명스러웠지만 경력있어보이시는 여성분은 매우 친절하셨어요! 가격대비 짱인 음식점이에요!!!,"The lunch sets are so good for the price and the axe meat is so good!! If you order axe meat, it comes out like beef brisket doenjang jjigae. The doenjang jjigae is really good too. Everything I ate was good. There were reviews that the staff were unfriendly, but they weren't as unfriendly as I thought. I think it's an employee's case by case. The man was a bit brusque, but the experienced woman was very kind! It's the best restaurant for the price!!!"
1032,price,"고기와 반찬 냉면 ..된장찌개의 음식의 맛은 맛있었으나 서비스는 그닥..나름 비싼 돈을주고 먹는건데..
서비스가 제일 아쉬움
그리고 3시부터5시까지 브레이크 타임이니 점심에는 조금 일찍가야할듯 합니다","Meat and side dishes. Cold noodles..The food of soybean paste stew was delicious, but the service was not very..I'm paying a lot of money to eat it... The service was the most disappointing. And since it's break time from 3 to 5, I think I should go a little early for lunch"
1033,price,"가격대비ㅜㅜ그냥그래요.
구워주는것도아니고...
도끼세트는 양이너무작아서 돼지세트시켰는데
그냥ㅈ그랬어요
볶음밥은맛있구요","For the price, it's just so-so.. It's not like I'm cooking it for you... I ordered a pig set because the amount of axe set was too small. I was just like that. Fried rice is delicious"
1034,price,"몽련의 시그니처메뉴 도끼살에 친구들이 대만족 했습니다.
고급스럽고 가성비좋은 몽련고깃집 대박나세요~
별 반개 뺀거는 물냉면 맛이변해서 뺐어요!","My friends were very satisfied with Mongryeon's signature menu, Axal.. Good luck with your luxurious and cost-effective Mongryeon BBQ restaurant. I took out half a star because the taste of cold noodles changed!"
1035,price,늘 그렇듯 항상 만족해요. 가성비 좋은 고기집에 맛과 질좋은 고기까지 !! 고깃집인데 냄새 안나는건 정말 좋은 메리트 !!,"I'm always satisfied, as always. From a cost-effective meat restaurant to delicious and high-quality meat!! It's a meat restaurant, but it's a really good advantage that it doesn't smell!!"
1036,price,"맛있었습니다! 색감과 콜키지프리 한병으로 맛 좋은 와인과 친구와 좋은 시간을 보냈습니다!!!
가격도 저렴 ㅠㅠ 감동..",It was delicious! I had a good time with my friend and wine with the color and a bottle of coke-free!!! The price is also cheap ??????.. I'm touched..
1037,price,조금 가격대가 있긴 하지만 서비스와 맛은 재방문의사 가득합니다~,"There is a bit of a price range, but the service and taste are full of willingness to revisit"
1038,price,다른 고깃집과는 다르게 인테리어가 너무 이뻐서 놀랬어요 ㅎㅎ 고기랑 와인 분위기에 취해서 우아하게 즐기다가 왔어요 ^^,"Unlike other meat restaurants, I was surprised because the interior was so pretty I got drunk on the atmosphere of meat and wine and enjoyed it elegantly ^^"
1039,price,"가격은 만만치 않네요.
주차장 협소 차 안가져가길 잘했음.",The price is not cheap.. It's a good thing I didn't bring a car with a small parking lot.
1040,price,친절한 직원ㆍ 맛있는 고기ㆍ연기 잘 빨아들이는 화로 오랜만에 맛있게 먹었습니다ㆍ돼지고기치곤 약간 비싼가격? 그래도  별로 아깝지는 않음,"Friendly staff, delicious meat, and smoke-absorbing anger made me enjoy it· A bit expensive for pork, but it's not a waste"
1041,price,가격대비 쓰레기,Garbage for the price
1042,price,"맛있어요! 깨끗하고 분위기도 좋아요
가격도 착해!","It's delicious! It's clean and has a nice atmosphere. The price is good, too!"
1043,price,가격대비 서비스나 청결도는 그냥 그렇습니다. 고기맛은 좋으나 직접 구워먹어야해서 불조절도 어렵고 굽기 바쁘네요. 양파나 파절임 밑반찬은 먹기위해 자를필요가 있는데 그런 서브가 없어 아쉽습니다.,"The service and cleanliness for the price is just so-so. The meat tastes good, but it's hard to control the heat because you have to grill it yourself and you're busy grilling it. I need to cut onions or side dishes with green onion pickles to eat, but it's a shame that there's no such serve."
1044,price,"고기 자체는 맛있었으나 가격대비 생각하면 서울숲 주변의 다른 집을 이용하는게 낫습니다.(EX. 일미락 등)
무엇보다 고기든 뭐든 음식을 시키면 딜레이가 너무 깁니다. 
분명 처음 시킬때 시켰던 고기가 한판을 다 굽고 나서도 안나오고 
나중에 시켰던 고기가 먼저나오기도 하고. 음식 나오는거는 진짜 이거는 개선하셔야 할꺼 같아요. 

룸이 따로 있고 환기구 같은 시설이 잘되있는건 좋습니다.","The meat itself was delicious, but considering the price, it is better to use another house around Seoul Forest. (EX. Ilmirak, etc.). Most of all, if you order meat or anything, the delay is too long. I'm sure the meat I ordered for the first time won't come out even after I'm done grilling it. The meat that I ordered came out first. I think you need to improve the food. It's good to have separate rooms and good facilities such as vents."
1045,price,2층 룸도 넓구 좋았습니다. 가격대는 좀 있지만 고기가 맛나요. 뚝섬에서 식사하기 깔끔한 곳이에요.,"The room on the second floor was spacious and nice. It's a bit pricey, but the meat tastes good. It's a clean place to eat on Ttukseom Island."
1046,price,"가격대비 음식 잘나오고 맛도 정말 좋았어요~ 
가게 분위기도 너무 좋구여~
완전 만족했습니다!! 다음에 또 가려구요~",The food came out well for the price and the taste was really good. The atmosphere of the restaurant is so good. I was totally satisfied!! I'm going to go again next time
