id,text,category,polarity
2209,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,0
1352,Hats off to the chef.,food,1
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",food,1
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,food,1
3130,The food was bland oily.,food,0
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,1
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food,1
2132,"The food, drinks and service are clearly among the best in the city.",food,1
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food,1
3092,Try the tandoori salmon!,food,1
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,1
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,1
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,0
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",food,1
2166,They were served warm and had a soft fluffy interior.,food,1
887,What came to our table was burned beyond recognition and stringy.,food,0
2448,I had the Pad Thai and the noodles were sticky.,food,0
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",food,1
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,1
2306,The food is great.,food,1
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food,1
2875,Decent wine at reasonable prices.,food,1
2513,even the wine by the glass was good.,food,1
141,This dish is my favorite and I always get it when I go there and never get tired of it.,food,1
3655,"I also ordered the Change Mojito, which was out of this world.",food,1
1624,The only thing more wonderful than the food (which is exceptional) is the service.,food,1
2377,"The food was just awful, ATROCIOUS actually.",food,0
338,The soup for the udon was soy sauce and water.,food,0
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",food,1
1907,The waitress suggested glasses of wine that went very well with the food.,food,1
1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,1
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",food,1
449,Try their plain pizza with fresh garlic or eggplant.,food,1
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",food,1
1085,"Trust me, it will be great, and all of it will be devoured in no time.",food,1
1278,The pizza is good though.,food,1
2201,bottles of wine are cheap and good.,food,1
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,1
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,food,1
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",food,1
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,food,1
1578,Our food was great too!,food,1
1115,"Please try the Filet Mignon, its just the most tender piece ever.",food,1
3396,"Everything we had was pretty good, but we have only been there once.",food,1
395,The sake menu should not be overlooked!,food,1
3102,the drinks are amazing and half off till 8pm.,food,1
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,food,1
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",food,1
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,1
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,1
139,The food here does a great service to the name (Cantonese that is...).,food,1
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,1
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,food,1
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",food,0
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",food,1
2790,Too bad the food wasn't of the same heritage.,food,0
1891,"The food was really good, I had the onion soup and it was one of the best ever.",food,1
2980,I'm not picky - but it was actually gross.,food,0
406,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",food,1
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",food,0
2212,If you want good authentic Thai this place is not the place to go.,food,0
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",food,1
2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,food,1
224,"The food was terrific and the service classy, attentive, without being overbearing.",food,1
2434,This is an amazing place to try some roti rolls.,food,1
459,Fresh ingredients and everything is made to order.,food,1
494,"Try the hot dogs too, they're snappy and delicious.",food,1
2307,Personal pans are the perfect size for those hungry nights.,food,1
1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,food,1
2062,just got back from lunch at Tamarind and it was excellent.,food,1
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",food,1
1957,Try the cheesecake!,food,1
1542,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,food,0
2328,Great Indian food and the service is incredible.,food,1
504,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,1
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,food,0
2482,"Especially liked chicken tikka and the naan, and the dals.",food,1
2607,The sangria was pretty tasty and good on a hot muggy day.,food,1
3578,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,0
572,I had the best ravioli ever.,food,1
3217,"Quite frankly, this is some of the worst sushi I have ever tried.",food,0
1188,"The food is great, service is ok.",food,1
2392,"Spice is great Thai food, love the inexpensive appetizers.",food,1
1828,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",food,1
2363,Fish was overdone.,food,0
2479,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,food,1
2102,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",food,1
2149,Good food.,food,1
766,The dim sum however was very good.,food,1
1270,Plain and simple it's bad thai food.,food,0
1817,Food-awesome.,food,1
2512,"good music, great food, speedy service affordable prices.",food,1
1971,The sides were ok and incredibly salty.,food,0
797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",food,0
2900,"The beverages were excellent, and the dessert was good.",food,1
1130,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",food,1
2128,Highly recommend this as great value for excellent sushi and service.,food,1
1672,The food is awesome - definitely try the striped bass.,food,1
3694,black white shakes came out good also.,food,1
1533,"However, they've got the most amazing pastrami and the soups hit the spot.",food,1
1055,Great bagels made the old-fashioned way.,food,1
1784,"This is some really good, inexpensive sushi.",food,1
2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",food,1
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.",food,0
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,food,1
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food,1
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,food,1
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",food,1
2709,The desserts are more appealing then stuffy overpriced French restaurants.,food,1
2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",food,1
3654,"I found the food to be outstanding, particulary the salmon dish I had.",food,1
1049,Mizu is home to creative and unique rolls not to found anywhere else.,food,1
3320,Baluchi's has solid food and a nice decor at reasonable prices.,food,1
3230,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",food,1
491,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,food,1
1362,"Really though, where's the seasoning?",food,0
796,"The food was just OK, at least for what food was available.",food,0
178,The waitress was very patient with us and the food is phenomenal!,food,1
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",food,1
3189,The location and ambience is Ok but the food is what makes up for it.,food,1
3693,"otherwise, good stuff for late nite eats.",food,1
1103,"The dinner was ok, nothing I would have again.",food,0
1732,It is thick and slightly soggy.,food,0
1994,I love and I know gourmet food by excellence!,food,1
541,"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",food,1
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",food,1
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",food,1
2012,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,1
1622,The portions are large and the servers always surprise us with a different starter.,food,1
1059,"delicious bagels, especially when right out of the oven.",food,1
3067,All the food was hot tasty.,food,1
3191,Try green curry with vegetables.,food,1
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,0
2497,"The Pad Thai is excellent here, as well.",food,1
3039,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,food,0
3637,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",food,1
2450,We had the pot-stickers which were great and a tempura dish that was great.,food,1
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,0
908,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",food,1
2523,"Well, their deliveries take for ever and the food is usually cold.",food,0
1012,Chinese Desserts are known for healthful benefits in addition to the sweetness.,food,1
1579,And really large portions.,food,1
1873,I ordered the smoked salmon and roe appetizer and it was off flavor.,food,0
2592,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,1
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",food,1
1884,"The menu was impressive with selections ranging from a burger, to steak, to escargot.",food,1
3381,"In fact, two people could really share one plate.",food,1
2507,The food is great and authentic.,food,1
201,"Anyway, the food is good, the price is right and they have a decent wine list.",food,1
2335,Prices are higher to dine in and their chicken tikka marsala is quite good.,food,1
3631,This place has many different styles of pizza and they are all amazing.,food,1
3049,The food was lousy - too sweet or too salty and the portions tiny.,food,0
1242,But the coconut rice was good.,food,1
776,The food was great.,food,1
272,Pair you food with the excellent beers on tap or their well priced wine list.,food,1
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,1
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",food,1
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,food,1
3582,"But, they were too big for the bun.",food,0
2708,"The food is fresh, delicious, and reasonably priced.",food,1
275,Raga stands out with an interesting fusion of French and Indian cooking.,food,1
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",food,0
2152,The bagels are fabulous.,food,1
3681,"The food was very good, a great deal, and the place its self was great.",food,1
2171,The food options rule.,food,1
1087,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",food,0
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",food,0
3170,"Good spreads, great beverage selections and bagels really tasty.",food,1
451,"Also, top the meal with a delicious and perfect slice of tiramisu.",food,1
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,1
2883,Stick to the gulab jamun.,food,1
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",food,1
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,food,1
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,food,1
193,The food is great and reasonably priced.,food,1
2217,I would definitely recommend SEA if you like thai cuisine!,food,1
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",food,1
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,1
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",food,1
134,The food is prepared quickly and efficiently.,food,1
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",food,1
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,1
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,food,1
1548,"The food is terrible and overall, I would have to say avoid at all costs.",food,0
1709,"Unfortunately, the food was NOT something to get worked up about.",food,0
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,1
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",food,1
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",food,1
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",food,1
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",food,1
1827,He takes real pride in his food and his business.,food,1
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",food,1
2891,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,1
2276,"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",food,1
3199,too large for just two people but nothing was left.,food,1
3414,I cannot imagine better Indian food in all of the city.,food,1
2077,very good breads as well.,food,1
410,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,food,0
3492,"Pizza is terrific, as is homemade pasta.",food,1
277,"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",food,1
2811,Consistently good Japanese Tapas.,food,1
3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",food,1
2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",food,1
1702,The food is reliable and the price is moderate.,food,1
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,0
727,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",food,1
1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,food,1
1868,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",food,1
2205,The food is usually good but it certainly isn't a relaxing place to go.,food,1
1940,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",food,1
1632,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",food,1
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,1
1273,I love the fact that the pizza tastes so good and is so cheap.,food,1
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",food,1
339,The sushi was awful!,food,0
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",food,1
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,food,0
3701,"Late nite omelletes are not good here, there is no variety!",food,0
381,Everything at Sala Thai is tasty and well-portioned.,food,1
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",food,1
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,1
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",food,0
813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",food,1
3343,The food now is inconsistent.,food,0
2018,I was pretty much full after our fondue appetizer.,food,1
2355,The octopus eaters were floored by the Octopus salad.,food,1
3178,We thought that this place is using too much of MSG cooking in the foods.,food,0
2211,And the Tom Kha soup was pathetic.,food,0
2317,I started out with a Bombay beer which was big enough for two.,food,1
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,1
2041,The best thing I tasted were the lambchops.,food,1
1046,it's delicious!,food,1
1656,The spicy tuna and salmon are the best we've ever had.,food,1
3440,"Even though its good seafood, the prices are too high.",food,1
870,"In addition, the food is very good and the prices are reasonable.",food,1
2141,"Try the crunchy tuna, it is to die for.",food,1
1854,It won't break the bank but I also wouldnt come back for the food.,food,0
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",food,1
2621,"No refills on fountain drinks, though.",food,0
605,Wow over 100 beers to choose from.,food,1
2017,Be careful of portions - they're HUGE.,food,1
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",food,1
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,food,0
3383,"Plus, on Wednesday nights the house wine is unlimited!",food,1
3411,Even my Indian friend couldn't believe how good and tasty everything was.,food,1
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,food,0
717,We won't go to this place again for a good meal.,food,0
3547,Taj Mahal offeres gret value and great food.,food,1
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",food,0
1209,"Outstanding Bagels, but you get what you pay for.",food,1
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,1
1439,They even have a section in the menu called American Chinese food!,food,0
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,1
599,"Best Italian food I ever had (and being Italian, that means alot).",food,1
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food,1
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food,1
3405,I really loved the different and inovated touch that's the cheff gives to the food.,food,1
3702,They came out over cooked and the cheese was almost non existant.,food,0
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",food,1
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,1
3241,But the main hit was the whole grilled fish.,food,1
280,The food is delicious and beautifully prepared along with the friendly and personable service.,food,1
1729,Pizza here is consistently good.,food,1
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,1
1429,Sauce was watery and the food didn't have much flavor.,food,0
1855,My husband and I enjoy Sangria.,food,1
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",food,1
579,We both opted for a pasta dish and they were served timely and fresh.,food,1
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,1
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",food,1
916,The food was average or above including some surprising tasty dishes.,food,1
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,food,0
127,The noodle and rices dishes taste great.,food,1
427,The food's as good as ever.,food,1
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",food,1
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",food,0
2356,And the fried clams had just enough kick to them to make 'em worth eating.,food,1
1199,The sauces used are also not that exciting.,food,0
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,food,1
340,The rice was poor quality and was cooked so badly it was hard.,food,0
228,We had champagne and caviar and felt like princesses!,food,1
651,The shrimp scampi was excellent and the antipasti were plentiful.,food,1
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",food,1
1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",food,1
2887,If you like spicy food get the chicken vindaloo.,food,1
2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food,1
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food,1
1560,And its absolutely DELICIOUS.,food,1
259,This is my first time writing a review for a restaurant because the food and service was excellent.,food,1
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",food,1
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,1
531,Have frequented 'ino for several years and the food remains excellent.,food,1
450,"Their eggplant is so delicate, sweet tender!",food,1
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,1
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,1
2606,My friend got the mushroom pizza which tasted better.,food,1
1731,You should pass on the calamari.,food,0
2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",food,0
3261,Try the spicy wontons and the salt pepper shrimps.,food,1
1586,THE FOOD PORTIONS ARE REALLY LARGE.,food,1
1893,The fries are yummy.,food,1
2290,Best Taiwanese food in NY!,food,1
736,This place is a great stop for great food.,food,1
2784,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,1
2118,"they were dry and disgusting, i didn't even finish my first piece.",food,0
3455,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",food,1
3508,"Great wine list, reasonably priced.--Sara",food,1
1541,The hot dogs were cold in the middle and the buns were stale.,food,0
1037,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,1
2288,Beef noodle soup is good as well.,food,1
1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,1
3246,.the best I've found outside of the Chinatown masters.,food,1
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,1
3489,"As much as I like the food there, I can't bring myself to go back.",food,1
3600,It looked like shredded cheese partly done - still in strips.,food,0
1183,The soup is pretty good too.,food,1
857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,food,1
662,I always get the Shabu-Shabu dinner and the beef is always fresh.,food,1
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,food,0
502,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,1
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food,1
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,0
3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",food,0
1094,The food is amazing!!!!,food,1
