id,text,category,polarity
2692,"The staff was very attentive, the ambience lovely, and the food superb.",ambience,1
33070383#592089#0,With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,ambience,1
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",ambience,1
2289,The service is good and the resturant is clean.,ambience,1
690,For those prices and the dressed up atmosphere you expect more and should get more.,ambience,0
BzG#2:2,The atmosphere is relaxed and casual.,ambience,1
33066089#490193#3,The food is delicious and the bar has a great vibe.,ambience,1
621,The entertainment was great they have shows that go on through out the dinner.,ambience,1
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",ambience,1
3479,And everytime I go there's a bunch of drunk idiots making a scene out front.,ambience,0
1041,The people in the restaurant were pretty obnoxious and loud.,ambience,0
3665,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",ambience,1
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,ambience,1
3519,The prices and ambience are especially great considering it's in the West Village.,ambience,1
1084394:1,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,ambience,1
CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,ambience,1
2197,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,ambience,1
FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",ambience,1
876,"When we left at 8:00 PM, it was packed and noisy.",ambience,0
717570:1,The decor is very simple but comfortable.,ambience,1
1844,"Everything looks great, the drinks, the decor, the food, even the people.",ambience,1
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",ambience,0
Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,ambience,1
1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",ambience,1
3056,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,1
904,I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.,ambience,1
629,The place's decor and hidden bathrooms made for a good laugh.,ambience,1
11447227#436718#2,"The bartenders and the managers are really nice and the decor is very comfy and laid-back, all the while being trendy.",ambience,1
562,Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,ambience,0
2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,0
2922,Prices too high for this cramped and unappealing resturant.,ambience,0
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",ambience,1
137,This place is always very crowded and popular.,ambience,1
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",ambience,1
837,Why do people rave about the ambience.,ambience,0
2737,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",ambience,1
1070,A little crowded but they move that line really fast!,ambience,0
en_CatalRestaurant__UvaBar_477862052:0,Sit in the Balcony,ambience,1
845,The dining room is quietly elegant with no music to shout over -- how refreshing!,ambience,1
2336,Ambiance is barely romantic but management tries.,ambience,0
58,"A cool bar with great food, and tons of excellent beer.",ambience,1
11359619#487952#4,it is a cozy place to go with a couple of friends.,ambience,1
2012,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",ambience,0
1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",ambience,0
1954,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,ambience,1
2396,All the NYU students love this place so it makes for a fun young atmosphere.,ambience,1
32405935#675215#0,"Great food, great drinks, nice dining atmosphere.",ambience,1
2935,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume.",ambience,0
1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",ambience,1
1398,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",ambience,1
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambience,1
1206,The place is small and cramped but the food is fantastic.,ambience,0
999,"It is set far from the small street it's on, and there is no traffic noise.",ambience,1
11350033#1264371#2,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.",ambience,1
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,ambience,1
2205,The food is usually good but it certainly isn't a relaxing place to go.,ambience,0
33507331#1177339#1,"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere.",ambience,1
818,The place itself is beautiful the bar scene seems to be happening.,ambience,1
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,ambience,1
2599,The place is so cool and the service is prompt and curtious.,ambience,1
3089,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",ambience,1
3220,Here's to the fake fish tanks too...,ambience,0
en_OpenSesame_477970936:4,"There was a really nice vibe about the place...good music, atmosphere and happy looking people.",ambience,1
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",ambience,1
539,The restaurant is rather small but we were lucky to get a table quickly.,ambience,0
828,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",ambience,1
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ambience,1
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",ambience,0
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",ambience,0
436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",ambience,0
2923,Zero ambiance to boot.,ambience,0
426,"Toons has recently been redone, so it's now a very attractive space.",ambience,1
3457,From the moment we walked in they were more than accomodating even though the place was packed.,ambience,0
1960,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,ambience,1
CLF#3:11,The place is beautiful!,ambience,1
1558,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",ambience,0
CLF#1:1,Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,ambience,1
Y#6:3,"In the summer months, the back garden area is really nice.",ambience,1
35196520#758440#0,The traditional Italian items are great - cheap and served in a cozy setting.,ambience,1
1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",ambience,1
714,Very affordable and excellent ambient!,ambience,1
527,"Great spot, whether looking for a couple of drinks or quiet dinner.",ambience,1
3493,"Ambience is delightful, service impeccable.",ambience,1
718,"However, I think this place is a good hang out spot.",ambience,1
1591,I loved everythig about it-especially the shows and actors.,ambience,1
en_Sage_480875505:2,This is the place to relax and enjoy the finest quality food the industry can offer.,ambience,1
2850,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,1
3643,"Always a nice crowd, but never loud.",ambience,1
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",ambience,1
3632,"When you enter, you feel like you have entered your mom's kitchen.",ambience,1
1840,The location is perfect.,ambience,1
2268,My only problem is that you are literally sitting on top of the people next to you!,ambience,0
3478,Now it's so crowded and loud you can't even talk to the person next to you.,ambience,0
921,The place was nice and calm.,ambience,1
1981,"Filled with suits, though, so you never really feel terribly comfortable.",ambience,0
1894,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,ambience,1
2983,"Nice atmosphere, the service was very pleasant and the desert was good.",ambience,1
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambience,1
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",ambience,1
TR#1:0,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",ambience,1
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,ambience,1
708,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",ambience,1
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,ambience,0
524,LOVE the atmosphere - felt like I was in Paris.,ambience,1
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",ambience,1
FF#10:3,The design of the space is good.,ambience,1
2465,PERFECT FOR DATES!,ambience,1
1916,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",ambience,1
947,"Anyhow, we were able to sit as long as we wanted and chat, which was nice.",ambience,1
3438,The service is good and ambience is good for a date or group outing.,ambience,1
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,ambience,1
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",ambience,1
2454,I love the atmorphere @ peep!,ambience,1
11351587#1488758#1,"The ambiance was fine, a little loud but still nice and romantic.",ambience,1
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",ambience,1
4,"Great for groups, great for a date, great for early brunch or a nightcap.",ambience,1
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,ambience,1
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,ambience,0
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,ambience,1
TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",ambience,0
209,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,ambience,1
2901,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",ambience,1
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",ambience,0
164,The entire place and the treatment we received felt as a conveyor belt.,ambience,0
1157,Right off the major deegan you get ladies from all over the city.,ambience,1
3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",ambience,1
1843,The establishment scores big points in presentation and style.,ambience,1
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",ambience,1
en_PagodaRestaurant_479983203:3,You can easily hear him though so it was a pleasant sound and not overbearing.,ambience,1
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,ambience,1
en_BlueRibbonSushi_478218342:2,"It's fresh, welcoming, delicious, and relaxing.",ambience,1
2411,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,1
en_Murphy's_478075040:1,"? I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",ambience,1
52,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",ambience,1
82,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",ambience,1
en_MercedesRestaurant_478010602:3,"Check out the art on the walls, very colorful!",ambience,1
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",ambience,1
2770,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",ambience,0
1544,This is a cute place and could be good but they need to get their act together.,ambience,1
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",ambience,0
11651310#581605#0,Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.,ambience,1
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",ambience,0
131,Big Wong gets big Ups for a fine establishment.,ambience,1
1281,Great atmoshere and worth every bit.,ambience,1
1151,"Well, this place is so Ghetto its not even funny.",ambience,0
2243,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",ambience,1
2508,Love the Jazz bands on Fri and Sat.,ambience,1
en_ProfessorThom's_478606538:7,And the upstairs is a great place to hang out.,ambience,1
2269,"I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",ambience,0
35695422#1464305#2,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",ambience,1
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",ambience,1
3412,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,1
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,ambience,1
959,The service was friendly and the atmosphere was casual.,ambience,1
Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",ambience,0
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",ambience,1
en_ParkChaletGardenRestaurant_477778171:5,The band was very good and the service was attentive.,ambience,1
2228,"Sure, the setting is nice.",ambience,1
1040,"So, for good food i'd recommend it, but not for a fun night out.",ambience,0
1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",ambience,1
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",ambience,1
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,ambience,1
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,1
598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",ambience,1
3611,Oh and it's too tiny for families with strollers.,ambience,0
1318,"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,0
2404,"The place is sleek, modern and playfull and i will return again frequently.",ambience,1
3268,The ambience is very calm and quiet.,ambience,1
2771,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",ambience,0
1349,"great for a romantic evening, or a fun evening with friends...",ambience,1
TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",ambience,0
CLF#7:0,Gorgeous place ideal for a romantic dinner,ambience,1
1710,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",ambience,1
32938222#1552119#1,The decor is designed in a contemporary Japanese style restaurant.,ambience,1
186,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,1
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambience,1
1303888:5,"There's nice and quiet, small but enough for 6 (or more).",ambience,1
P#3:3,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",ambience,1
Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,ambience,1
CLF#1:2,"Oh, and there's hookah.",ambience,1
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",ambience,1
en_CatalRestaurant__UvaBar_477861893:2,The ambiance was a peaceful and relaxing break amongst all the kids running around in Downtown Disney.,ambience,1
en_Ray'sBoathouse_477775919:1,? ...and the best summertime deck experience--they will even bring you a blanket if you get cold in the Seattle evening weather.,ambience,1
2089,"Excellent dumplings served amid clean, chic decor.",ambience,1
en_MiopostoCaffe_478542920:4,This place is charming and relaxing.,ambience,1
1064,"Very neighborhoody, very quick and sufficient.",ambience,1
en_ProfessorThom's_478606540:6,Definitely has one of the best jukebox's i've seen in a long long time.,ambience,1
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",ambience,0
WE#4:2,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,ambience,1
en_OpenSesame_477970770:0,"best restaurant in the world, great decor, great customer service, friendly manager",ambience,1
2215,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,1
en_StackRestaurant__Bar_478538111:3,"We were seated right away, the table was private and nice.",ambience,1
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",ambience,0
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",ambience,0
637,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",ambience,1
en_OpenSesame_477970938:8,The staff are friendly and the decor was ethic and colorful.,ambience,1
Z#10:3,Over all it was a very nice romantic place .,ambience,1
33085669#409731#11,Sit back in one of those comfortable chairs.,ambience,1
36244423#1058258#4,Everything about this place is adorable - even the bathroom!,ambience,1
1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",ambience,1
P#7:2,The atmosphere was great.,ambience,1
EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,ambience,1
784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",ambience,1
CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,ambience,1
32892130#435512#2,There's candlelight and music.,ambience,1
en_Murphy's_478075041:4,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,ambience,1
72,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,ambience,1
2927,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",ambience,1
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",ambience,0
2571,"Ambience is so cute and quaint, good for business although we were there on vacation.",ambience,1
en_BlueRibbonSushi_478218900:2,I liked the atmosphere very much but the food was not worth the price.,ambience,1
757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",ambience,0
1583,I LOVED THE SHOWS.,ambience,1
2972,First went here to enjoy their garden terrace.,ambience,1
1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",ambience,1
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",ambience,1
en_StackRestaurant__Bar_478538111:7,Groovy music made the dinner casual.,ambience,1
2878,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",ambience,1
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambience,1
2275,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",ambience,0
993,The setting is casual and romantic.,ambience,1
2533,I love this cozy around the way Rest.,ambience,1
Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",ambience,0
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",ambience,1
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,ambience,0
2987,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",ambience,1
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",ambience,0
3206,Its a go-to for dates as well as entertaining out of town guests.,ambience,1
504,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",ambience,1
404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",ambience,1
3071,Cozy romantic atomosphere with only around 15 tables at most.,ambience,1
2088,Decor leaves something to be desired.,ambience,0
35693136#561234#0,"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food.",ambience,1
P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",ambience,1
3257,There is not a single place in Chinatown where you have a nice neighborhood feeling like here.,ambience,1
2136,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",ambience,1
33070305#1312437#5,"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go.",ambience,1
en_BlueRibbonSushi_479929856:5,"But the space is small and lovely, and the service is helpful.",ambience,1
35704115#614067#0,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",ambience,1
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",ambience,1
35717889#579150#1,The dishes are remarkably tasty and such a cozy and intimate place!,ambience,1
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",ambience,1
en_MercedesRestaurant_478010600:5,"Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.",ambience,1
Z#6:4,It?셲 just you and your date and an occasional cute ?쁢xcuse me??before the waiter opens the little curtain to your booth!,ambience,1
en_SchoonerOrLater_477965689:0,Great food with an awesome atmosphere!,ambience,1
674,"It can be a very fun experience with a group, and kids (6 and over) would love it.",ambience,1
33085669#409731#2,"The atmosphere takes you to that place, the place many dream of.",ambience,1
609,Really cool stauff inside.,ambience,1
36072604#1106889#4,Very nice touch that very much fits the place.,ambience,1
3156,"Don't expect to sit down inside though, there are only a few tables and they are always full.",ambience,0
BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",ambience,0
Z#6:14,"I don?셳 usually visit the same establishment more than once, what more twice, but I?셪l come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",ambience,1
