id,text,category,polarity
1942,Our waiter and all of the people helping him were attentive and genuine.,service,1
720620:6,Service is not what you are coming here for...,service,0
33069536#707145#2,The food is also outstanding and is served quite quickly.,service,1
436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",service,0
PP#4:2,The service was quick and friendly.,service,1
CLF#6:3,We paid a fixed pricce but got nothing!!,service,0
35720486#684689#4,The staff should be a bit more friendly.,service,0
2892,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",service,1
BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",service,1
en_SchoonerOrLater_477965849:3,We never had to wait more than 5 minutes.,service,1
1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,service,1
11660480#640405#1,The food was outstanding and the service was tops.,service,1
ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",service,0
1044,Even after they overcharged me the last time I was there.,service,0
en_SchoonerOrLater_477965850:10,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",service,0
en_BlueRibbonSushi_478218341:4,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,service,1
32938222#1552119#4,"Overall, this is a nice place to take a few friends to hang out at and the service is excellent.",service,1
11504679#821993#0,Service was good and so was the atmosphere.,service,1
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",service,0
en_MiopostoCaffe_478542922:4,She doesn't make you feel welcome and treats you like an annoyance.,service,0
3633,"The service was superb, they treat you like family.",service,1
2331,Everyone was more then happy with his choices.,service,1
CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,service,0
3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",service,1
753,After my 3rd time the manager remembered me and treated me like an usual customer.,service,1
377,We were a group of 8 and well seved.,service,1
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,1
2588,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",service,0
11350033#1264371#4,A con was the slow bar service.,service,0
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,service,0
94,"Excellent atmosphere, delicious dishes good and friendly service.",service,1
539,The restaurant is rather small but we were lucky to get a table quickly.,service,1
1340075:3,The food is prepared quickly and efficiently.,service,1
3014,Our first greeting when we entered was The last call is at 10:15.,service,0
1303888:0,All the staff is absolutely professional!!,service,1
1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",service,1
3578,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,0
3083,"The wait staff is friendly, and the food has gotten better and better!",service,1
33070309#423221#0,"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",service,1
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,service,1
en_BlueRibbonSushi_478218345:3,The entire staff was extremely accomodating and tended to my every need.,service,1
en_SchoonerOrLater_479842021:6,As it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20% discount on our bill.,service,0
FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",service,0
en_SchoonerOrLater_477965850:2,"While this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service.",service,0
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",service,1
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",service,1
DBG#7:3,The dishes came out around 5 minutes apart.,service,0
1621,Go to Volare for 1st class service and terrific food.,service,1
P#9:0,Raymond the bartender rocks!,service,1
15094232#1295193#0,We had a birthday party here recently and the food and service was amazing.,service,1
1921,The food and staff always surprise me with the new heights they are taken to.,service,1
1748839:6,So rushing us out was absolutely unnecessary!,service,0
2512,"good music, great food, speedy service affordable prices.",service,1
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",service,1
BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",service,0
DBG#2:4,For starters they delivered us someone else's order.,service,0
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,service,0
1837,"Good, fast service.",service,1
11538980#453602#1,the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,service,0
1951,"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",service,1
1615,Everyone treats you like you were part of the family.,service,1
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,1
2827,"The food was below average, the service was pathetic, there was no ambience at all.",service,0
2559,Obviously run by folks who know a pie.,service,1
en_ParkChaletGardenRestaurant_477778210:9,After sitting at the bar for over 20 minutes the bar keep had made only 2 drinks & kept telling us she'd be right with us.,service,0
45,Ive been here a bunch of times now and the service is always outstanding.,service,1
NP#4:5,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",service,0
2911,"Great food, good size menu, great service and an unpretensious setting.",service,1
35709451#1061726#3,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.,service,1
1718,"Great food, great decor, great service.",service,1
1546,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",service,0
11351628#404492#5,because the waiters need SEVERE ATTITUE ADJUSTMENTS.,service,0
2622,"Great food, great prices, great service.",service,1
en_SnoozeanAMEatery_480133929:4,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",service,1
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,service,0
3512,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",service,0
35701421#583735#2,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding.",service,1
1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,0
TFS#5:29,"You would think they would make up for it with service, sadly, no.",service,0
32893040#1716582#1,"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",service,1
en_PagodaRestaurant_478006816:3,The service is really attentive and charming.,service,1
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,1
2328,Great Indian food and the service is incredible.,service,1
3553,"we did notice however, that some tables had what looked like pita instead of naan.",service,0
en_India'sGrill_477960694:6,I appreciate their delivery too.,service,1
1748,Great pizza and fantastic service.,service,1
3276,She gets 10 for her excellent service and advice.,service,1
130,The service is ok but could be better.,service,0
2933,"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",service,0
3251,"Then, IF they answer the phone, you're lucky if they don't hang up on you!",service,0
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,service,1
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,0
FF#10:9,"I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table.",service,0
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,service,0
FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",service,0
666,"Great service, great food.",service,1
2245,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,0
1738,Great staff.,service,1
35670845#1650649#3,"And all the [female] servers are cute too, which is always nice.",service,1
1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",service,1
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,0
1883,We were pleasantly greeted.,service,1
en_Ray'sBoathouse_477775915:7,And the service was simply spendid - quite a delight.,service,1
3322,He offers subpar service and has no personality.,service,0
2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",service,1
en_ProfessorThom's_478606538:5,"You need to watch your game, they will have it on for you.",service,1
35196527#481646#3,"Good service, great food, good value, and never have to wait in line!",service,1
BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,service,1
15087705#871249#2,Service was awful - mostly because staff were overwhelmed on a Saturday night.,service,0
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",service,0
3001,The staff is courteous and friendly.,service,1
41,Horrible food and Horrible service.,service,0
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",service,1
1808,"however, it's the service that leaves a bad taste in my mouth.",service,0
32950007#1320096#2,"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service.",service,1
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,0
2140,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,service,1
1303888:3,"(that is A MUST, but not every restaurant can do...)",service,1
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,1
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,service,1
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",service,1
1213,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,0
1228,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,service,0
2457,"And the staff is also young, energeic and hot!!!!",service,1
1618,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",service,1
en_ParkChaletGardenRestaurant_477778210:5,After sitting there with my empty glass for over 20 minutes I left.,service,0
BFC#7:10,"Again, I'd be super upset if that were my employee.",service,0
CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,service,0
739,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",service,0
en_BlueRibbonSushi_478218520:7,The service was courteous and attentive.,service,1
en_Ray'sBoathouse_477775917:2,"The sommelier is fantastic, down-to-earth, & extremely knowlegable.",service,1
CLF#8:5,Never got an explanation as to what was going on.,service,0
3413,I cannot imagine a friendlier staff working in a restaurant.,service,1
938,"I found the food, service and value exceptional everytime I have been there.",service,1
en_MercedesRestaurant_478010605:0,great service,service,1
11359790#823900#2,"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???",service,0
11351682#1496136#0,"I love the simplicity and respect which was given to the food, as well the staff was freindly and knowledgable.",service,1
177,I had a huge group for my birthday and we were well taken care of.,service,1
1191,Knowledge of the chef and the waitress are below average.,service,0
285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,1
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,service,1
FF#10:4,But the service is HORRID!,service,0
77,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,1
1335,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,0
en_ParkChaletGardenRestaurant_477778211:11,Um so now what are appetizers for???,service,0
1947,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",service,1
194,"I have tried to make reservations, but both times, the hostess didn't have my name.",service,0
TVU#6:7,Which lets face it....at times it's a good thing.,service,1
en_MiopostoCaffe_478542922:7,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.",service,0
FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,service,0
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,1
32867472#663531#2,"Best Chinese on the Upper East, prompt delivery, good value.",service,1
1326,They treated us well and the food was extremely fresh and well-prepared.,service,1
P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",service,0
1330,It was rather pathetic that it took them over an hour to seat us.,service,0
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,service,0
946,"We only ordered desserts and drinks, but no refills were offered.",service,0
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,1
11359717#1138929#1,Our waiter was horrible; so rude and disinterested.,service,0
DBG#7:16,We were charged full price.,service,0
DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",service,0
1811,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",service,0
32894669#1075584#2,The waitress came by to pick up the soy sauce WHILE we were eating our lunch!!!!!,service,0
2692,"The staff was very attentive, the ambience lovely, and the food superb.",service,1
35158410#1207085#3,The service was on point - what else you would expect from a Ritz?,service,1
en_Murphy's_478075040:1,"? I will never forget the amazing meal, service, and ambiance I experience at this restaurant.",service,1
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",service,0
7,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",service,0
TR#1:1,The staff is very good.,service,1
1378,I recieved prompt service with a smile.,service,1
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.",service,1
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",service,1
869,The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,1
3510,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service,0
687,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,1
FF#6:7,I asked for a menu and the same waitress looked at my like I was insane.,service,0
3482,I had been a regular due to the consistently good food and ease of getting a table.,service,1
2785,The all-Italian staff is warm and engaging from the start.,service,1
11639667#1085238#2,the service is prompt friendly.,service,1
2753,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,0
FF#3:3,"We arrived and were seated immediately, which made us both happy.",service,1
740,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,service,0
3572,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",service,0
3323,"In fact, it appears he is going to go postal at any moment.",service,0
en_ParkChaletGardenRestaurant_477778171:10,"We did have the same waiter the second time, so maybe the service is spotty and our luck is good.",service,1
en_BlueRibbonSushi_478218524:2,6pm on a Sat before a Broadway play and we were quickly seated and served.,service,1
2087,Just bring someone who speaks Cantonese because waiter may not understand you.,service,0
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,1
NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",service,1
664,The staff is also attentive and friendly.,service,1
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,0
3605,"Interesting selection, good wines, service fine, fun decor.",service,1
2746,I've never had bad service and the fish is fresh and delicious.,service,1
1054,"But they don't have a toaster, which is strange.",service,0
1870,Fast service.,service,1
33060905#1138585#2,then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.,service,0
415,I've waited over one hour for food.,service,0
11546184#1465600#4,The Management was less than accomodating.,service,0
498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",service,0
11349845#1188496#0,"Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",service,0
3442,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,service,1
NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,service,1
en_ParkChaletGardenRestaurant_477778211:15,"In other words, if they aren't making $$ off of you then you don't rate high on their 'service scale'.",service,0
2994,"Kind, attentive wait staff.",service,1
1068,They even scoop it out nice (for those on a diet) not too much not to little.,service,1
3517,The food always tastes fresh and served promptly.,service,1
TM#5:3,Helpful service and average price per dish $10.,service,1
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,0
1681,"Most of the servers are very attentive, friendly and quite attractive.",service,1
33085939#758010#1,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,service,0
1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",service,1
1102,Much of the time it seems like they do not care about you.,service,0
3173,Murray won't do it.,service,0
NP#3:2,Noodle pudding is exactly the type of service and food I enjoy.,service,1
2983,"Nice atmosphere, the service was very pleasant and the desert was good.",service,1
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",service,1
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,service,1
CLF#3:12,The hostess was very pleasant.,service,1
2839,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",service,0
11463275#424927#1,"Not only do they have the best escargot in town,they always try to accomodate our toddler.",service,1
11351628#404492#6,The waiters ALWAYS look angry and even ignore their high-tipping regulars.,service,0
BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",service,0
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,service,1
1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,1
TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",service,0
951,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",service,0
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",service,0
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",service,0
3047,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",service,0
en_India'sGrill_477960698:9,And they packaged everything nicely so it didn't spill.,service,1
en_MiopostoCaffe_478542922:5,"But she is very friendly with certain people, making it even more annoying.",service,0
2564,"They treat me like family, morning and night.",service,1
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,0
1592,Our server was very helpful and friendly.,service,1
1124,"Our waitress was sweet and accomodating, not overbearing.",service,1
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,service,0
1586174:6,the waitstaffs are nice though.,service,1
11351513#832512#0,Great food but the service was dreadful!,service,0
11563005#745685#2,The service was very attentive and very generous.,service,1
11351513#832512#2,The service was dreadfully slow (the place was only half full) and a smile would have been nice...,service,0
2132,"The food, drinks and service are clearly among the best in the city.",service,1
